,Bitcoin-BTC,Ethereum-ETH,Bitcoin-BSV,Litecoin-LTC,Monero-XMR,Dash-DASH,Kusama-KSM,Zcash-ZEC,Bitcoin Cash-BCH,Counos-CCXX,FCHI,CN20,CACMD,MDAXI,TECDAX,GDAXI,STOXX50E,BSESN,NSEI,FTMIB,FTITMC,TOPX,JPXNK400,N225,IMOEX,KQ11,KS11,BVSP,FTTASX,FTSE,FTEUEB,FTAS,DJI,IXIC,SPX,GSPTSE,W5000,CSIID301,SSEC
2000-01-18,,,,,,,,,,,-0.029066642933672004,-0.027553717423754787,-0.010093518146784719,-0.010734668526092506,-0.024457492800437186,,,,-0.003040456689004656,,,,,,-0.031174623401447166,,-0.0017696055000152588,,,,,,,0.01637194379310447,,0.01301763005541745,,,-0.004681406235828467
2000-01-19,,,,,,,,,,,-0.0041407028089441855,0.009741219925844424,0.002378404635826614,0.001736658176864303,0.01951675866304181,,,,0.01752038339453521,,,,,,-0.057403231867718896,,-0.04355445070451236,,,,,,,0.004957865406542528,,0.005287759105434997,,,0.009883500862177819
2000-01-20,,,,,,,,,,,0.010670046340712114,0.007505404409200889,0.010000800064005055,-0.000969707290306765,0.048098278367310954,,,,-0.02064409578860449,,,,,,0.029652147911890747,,0.007584311553292533,,,,,,,0.009206776688692075,,0.005542514420844302,,,0.01814370592481529
2000-01-21,,,,,,,,,,,-0.004977459569087239,-0.003986774035343088,-0.013154082925945998,0.008863678331810343,0.011813458268076449,,,,0.012179126850290434,,,,,,0.04433473694400081,,-0.02192620784438104,,,,,,,0.010953548266980917,,-0.005530391238902088,,,-0.0012066591222066325
2000-01-24,,,,,,,,,,,0.0016791872311363587,-0.0031152215003892314,-3.210802975939231e-05,-0.006920228468444756,0.022063928093351004,,,,-0.0043193878810317,,,,,,-0.022941094684154506,,0.0017402395261361114,,,,,,,-0.0328941776455588,,-0.020400907479058872,,,0.008361261082936888
2000-01-25,,,,,,,,,,,-0.01640525333605114,0.0037961548496576736,-0.0011742742205524959,-0.01957735595815624,-0.02157462069324123,,,,-0.016856717897868023,,,,,,-0.05772697087562839,,-0.03835903190651402,,,,,,,0.01741421065994797,,0.005524456923304166,,,-0.0005618205694016831
2000-01-26,,,,,,,,,,,0.00872175078159887,0.011206504852249832,0.01017216912895913,0.012477464883781542,0.03228083345235677,,,,0.0,,,,,,0.0007550969041028033,,-0.006373286057314798,,,,,,,-0.02339582618460867,,0.00906356842882472,,,0.003122227414646739
2000-01-27,,,,,,,,,,,0.007443786395386898,0.0007201147474398262,0.003205040779029611,0.004137257935893812,0.03938322830173813,,,,0.011031265758951081,,,,,,0.025251509054325938,,0.02675203830431161,,,,,,,-0.00745716735750912,,0.007371917735596645,,,0.01731797558604309
2000-01-28,,,,,,,,,,,0.007506570446614624,-0.015217408354378681,-0.0013300343044623242,-0.0024678597421192716,-0.019015909280878263,,,,-0.0029927052808780275,,,,,,-0.009861642625846323,,0.0356785411831988,,,,,,,-0.03774916079969104,,-0.029544844688312533,,,0.01873544071092481
2000-01-31,,,,,,,,,,,-0.012430531926959199,-0.005272306255687087,-0.02211432655330059,-0.015713599916346244,-0.04668064687662232,,,,-0.033081108123319325,,,,,,-0.06441702591546505,,0.00234689434727664,,,,,,,0.013706982380044641,,0.010811165141113799,,,0.0
2000-02-01,,,,,,,,,,,0.020073111994925563,0.0034447626996851888,0.00447323483554829,0.01372624767607511,0.052809727079674795,,,,0.0021342646488164974,,,,,,0.014723796409088497,,-0.016029580031359902,,,,,,,0.02832997068788301,,0.0063847774642704636,,,0.0
2000-02-02,,,,,,,,,,,0.030041119475111788,0.0236894598260593,0.01824057135465762,0.0008812566243108222,0.022668710450811647,,,,0.024846724749919336,,,,,,-0.025679837152252305,,0.01597846567967709,,,,,,,0.0054245085118880265,,0.027443803703695036,,,0.0
2000-02-03,,,,,,,,,,,0.03410371187483818,0.0053079135457017035,0.015307383975337707,0.007862454637396654,0.04287971910578725,,,,0.006234256926952231,,,,,,0.016071141586757376,,0.007026356786316024,,,,,,,0.033633123545641075,,0.0142414048691486,,,0.0
2000-02-04,,,,,,,,,,,0.020497034800241343,0.009908512947743864,0.007292534759071323,0.005532088711752925,0.024070331536423906,,,,0.0011577695725639714,,,,,,0.03379553962144799,,0.0,,,,,,,0.0078746515063004,,0.03539422040184892,,,0.0
2000-02-07,,,,,,,,,,,-0.011495095383477927,-0.008166484975970612,0.009122869278798795,-0.011249859112597127,0.00932611311672682,,,,0.023034849195186613,,,,,,0.02141982864137071,,0.024110206057544437,,,,,,,0.018291102555523686,,-0.005782261217043838,,,0.0
2000-02-08,,,,,,,,,,,0.015165436731693571,0.025987998691892056,0.010510860343152517,0.017965664563349915,0.05466952844786399,,,,0.015978247586459826,,,,,,0.022917914919113214,,-0.012238858117620377,,,,,,,0.02446451338224831,,0.01581703700872117,,,0.0
2000-02-09,,,,,,,,,,,-0.004138044924622664,0.00372118813972655,0.004776612868142793,-0.010691806292371764,0.004876076529791273,,,,0.016178018343106393,,,,,,0.05691414067457412,,0.015428309856224232,,,,,,,-0.014513833992094938,,-0.00489744397506886,,,0.0
2000-02-10,,,,,,,,,,,-0.010217488360227067,-0.020793716411740326,-0.00902938935263764,0.004386140738522171,0.010399187227085216,,,,0.012754120675879665,,,,,,-0.029002909527548137,,-0.010112186875672391,,,,,,,0.02805025623160784,,0.007107340506222526,,,0.0
2000-02-11,,,,,,,,,,,0.012805435987318647,-0.0003550086929156038,0.013786549867290221,-0.005658299739624173,0.019056738712654564,,,,0.02618045815801784,,,,,,0.0031391200951247367,,-0.01341364963050351,,,,,,,-0.02010419941011632,,-0.01762686407037861,,,0.0
2000-02-14,,,,,,,,,,,-0.0029727962894922078,0.0017910310234217075,0.0056908782182227835,-0.017203722199790716,-0.0018989194586316316,,,,-0.006548974943052399,,,,,,0.015219761983784608,,-0.044428358616059316,,,,,,,0.005255434597140285,,0.01723765111885278,,,0.0905146579804561
2000-02-15,,,,,,,,,,,-0.028028243612323478,-0.009149928525165607,-0.001257721488610808,-0.0010378951870014808,-0.03321640551040361,,,,-0.024047004872456368,,,,,,-0.05099943956659825,,-0.03422003139855301,,,,,,,0.0005024272668636698,,0.0044575470178880305,,,-0.0019534750349474717
2000-02-16,,,,,,,,,,,-0.007609193402520642,0.012322877968310886,-0.012224057666316401,0.006700417272935022,-0.0006324905092564004,,,,0.005021878946286362,,,,,,-0.002460629921259838,,-0.00022735023303399604,,,,,,,0.001556289967584723,,0.007754332486110682,,,0.013431736967803198
2000-02-17,,,,,,,,,,,0.01797637220964332,0.00446835377746857,-0.0008470306147269069,0.0020258922406892754,0.025078467618216527,,,,0.018117000759745094,,,,,,-0.005870744943265893,,0.020488914155770255,,,,,,,0.027389247117545423,,0.0037046818141803772,,,-0.03098440148602266
2000-02-18,,,,,,,,,,,-0.014986287481965732,-0.03967873594041804,0.009116558922880769,0.0070023770411677955,0.06447872721575809,,,,-0.013948682624418729,,,,,,-0.004515904917870017,,-0.02047865228629997,,,,,,,-0.030156608601602186,,-0.01775551220790539,,,0.016725078474994604
2000-02-21,,,,,,,,,,,-0.015742109152327766,-0.01571687444918668,-0.020198778207635715,0.0007576367415937924,0.0012581350290623572,,,,0.020782396088019572,,,,,,-0.026420737786640003,,-0.03846941329026088,,,,,,,0.0,,-0.00692269708708837,,,0.005425366736806936
2000-02-22,,,,,,,,,,,-0.0006652947406522447,0.001774651458051446,-0.008824712713170535,-0.0026544527143078644,0.005559600730860481,,,,-0.008240661534074767,,,,,,0.021863799283154073,,0.005560024606066305,,,,,,,-0.006713904264530557,,-0.003932333531213805,,,-0.026741953563805154
2000-02-23,,,,,,,,,,,0.011393001537736591,0.012731958038165736,0.028490944781465855,0.0001446992627454069,0.03605849590763022,,,,-0.024524884275897718,,,,,,0.015583504534749881,,0.03605797510646802,,,,,,,0.03838553029127456,,0.01306164531053211,,,-0.02288808973895562
2000-02-24,,,,,,,,,,,0.007880621761658047,0.016363888778707647,0.015667795294270093,-0.0010032611918172618,-0.009716794898355308,,,,0.020985616599858536,,,,,,0.0221038089599368,,-0.01510213814482153,,,,,,,0.01479453138563569,,-0.010819155423104188,,,0.02469073877850425
2000-02-25,,,,,,,,,,,0.018072705378382015,0.03379313170891618,0.004792389931097318,-0.007343269974976474,0.01173104090895416,,,,-0.012442263279445753,,,,,,-0.04151380575400654,,-0.003009096464023475,,,,,,,-0.0058796140894177285,,-0.007923656798543122,,,-0.0016704297226352027
2000-02-28,,,,,,,,,,,-0.013881886811965227,-0.009888842539199638,-0.0064770124172675025,-0.0003946339351701411,-0.03662110419474207,,,,0.007074161770294296,,,,,,-0.03746978243352139,,-0.052904852213330855,,,,,,,-0.002755691101187119,,0.008997754116814471,,,0.04491351941063271
2000-02-29,,,,,,,,,,,0.01445746411851756,0.02579925650557624,0.0036797001788801964,0.014066477805638966,0.03678086906321476,,,,-0.039331224057356784,,,,,,0.0019359564671410645,,0.011440641750406044,,,,,,,0.02595978461504833,,-0.010238067875039891,,,0.005701347911265531
2000-03-01,,,,,,,,,,,0.010557328750306905,0.009608183124164782,0.027023991421493143,0.008659275216305051,0.027473488458422013,,,,0.03498912255257447,,,,,,0.0391665361115463,,0.0,,,,,,,0.01860672090344484,,0.030955231630224178,,,-0.009821647283882906
2000-03-02,,,,,,,,,,,0.03536104291340614,0.007992592769851203,0.023213633521724786,0.005815299899647464,0.01723534983684094,,,,-0.009429555672330281,,,,,,0.012563445399266238,,0.08001158888432847,,,,,,,-0.006180916707078432,,0.011101217861400503,,,0.008994310082816037
2000-03-03,,,,,,,,,,,0.005644109269708375,0.0013604945260639045,0.016360846093502746,-0.006639859155912253,0.03384453212333427,,,,-0.023901447054316072,,,,,,0.0198521018412825,,0.00019001631904869143,,,,,,,0.03371115004490477,,-0.005586345609422394,,,0.014600031523458679
2000-03-06,,,,,,,,,,,0.00489245652898096,0.012765802239486534,0.019164986745821455,-0.0006461823732687444,0.01695792395635709,,,,0.01962560386473422,,,,,,0.02671662854640111,,0.016204195210263395,,,,,,,-0.0020224668805787216,,0.012466580012469919,,,-0.032755664491778025
2000-03-07,,,,,,,,,,,-0.015907472983418658,-0.003136817085028998,-0.014087386182446981,-0.0042193005472672684,-0.0028497493476542513,,,,0.008439443292863391,,,,,,0.004597592188833044,,-0.002188424444371173,,,,,,,-0.011623189292231162,,-0.01621877762666657,,,0.008155422969621018
2000-03-08,,,,,,,,,,,-0.015039158005852427,-0.0070177276652010345,-0.006595381258453936,5.4111662945333094e-05,-0.01619292084981061,,,,-0.02137718396711208,,,,,,0.0,,0.009478255119359957,,,,,,,0.010194230832700768,,-0.015313808951904817,,,0.01842695303280628
2000-03-09,,,,,,,,,,,0.012365700704652705,0.0012133604262587472,0.005182129901108112,0.008024560660597313,0.02901070035152764,,,,-0.012062291835448713,,,,,,0.09535267751828269,,-0.03422713278162326,,,,,,,0.030547694016654026,,0.014279495837795864,,,0.0036615817801544104
2000-03-10,,,,,,,,,,,0.013520813646291652,0.004168029361532044,0.012383276446462421,0.003510073958938653,0.03306018255338783,,,,-0.02642369020501134,,,,,,0.040360096485182684,,0.007653263093636564,,,,,,,0.0003487316866328527,,0.007804607554757981,,,-0.01575894016797985
2000-03-13,,,,,,,,,,,-0.026627118956481066,-0.01973315191233882,-0.03164017939462116,0.0005651359931158062,-0.04091042648468113,,,,-0.02623615660583367,,,,,,-0.007162671303771795,,-0.041173038951714314,,,,,,,-0.028003692098038657,,-0.0026952274341898175,,,0.01397612973226603
2000-03-14,,,,,,,,,,,0.002117744712345049,0.0032043236219192472,-0.008548732617106314,0.015642868432552026,-0.026291745602165184,,,,0.0040686871275708025,,,,,,0.02552126772310248,,-0.009266842955093169,,,,,,,-0.04088041342995241,,-0.007159488330160779,,,-0.027370320670029202
2000-03-15,,,,,,,,,,,-0.025417496673411866,-0.013225293650092729,-0.02577170666601558,-0.004940978309128097,-0.06472417431289557,,,,0.033853418844325356,,,,,,0.0021958360442420055,,-0.0108770106526207,,,,,,,-0.026347938971196028,,-0.01066870488395033,,,-5.352172982231451e-05
2000-03-16,,,,,,,,,,,0.011244251842803532,-0.006665846254819918,-0.0023577763808863006,0.01601889608761753,-0.000575337059551928,,,,-0.035738534658354304,,,,,,0.0048689442505882585,,0.004405812329110637,,,,,,,0.029408940736958433,,0.020920826245129698,,,-0.0439734280123939
2000-03-17,,,,,,,,,,,0.007310023280227229,0.027416699672073275,0.01036817161804593,-0.0009348883114060902,0.035028938034782575,,,,0.0,,,,,,0.009206169748849247,,0.017058557808896646,,,,,,,0.017115396437436647,,0.004296988629896026,,,0.031769236032920034
2000-03-20,,,,,,,,,,,0.007650358169370763,0.004317188182268339,0.008637460764712612,0.005881939771293254,0.04102328970033797,,,,0.0,,,,,,-0.024325838201168182,,-0.005914185864394517,,,,,,,-0.03920902518272751,,0.00414742239587107,,,0.024508621729169233
2000-03-21,,,,,,,,,,,-0.004980708412895107,-0.008802823306834573,-0.02385207278045487,0.004516304874230492,-0.05115839066046157,,,,-0.0035846882601460184,,,,,,-0.015131632904125447,,0.015167370166135674,,,,,,,0.022056399132321047,,0.00868176578357982,,,0.006514638811240259
2000-03-22,,,,,,,,,,,-0.006578208379542705,-0.008820436396872022,-0.014889883044135188,0.0005000538174511071,-0.009159262745079721,,,,0.021200051394064,,,,,,0.02344172877545092,,0.02202893179370169,,,,,,,0.032487350584080366,,0.022810162256252875,,,0.0059228682351841755
2000-03-23,,,,,,,,,,,-0.001748605335953557,-0.014768592669400782,-0.02063458835491505,-0.008389085000280239,-0.04878864944451888,,,,-0.02277302466029174,,,,,,0.05842148087876331,,-0.016783200933785047,,,,,,,0.01559381263168702,,0.012012297967391117,,,0.015571507454445133
2000-03-24,,,,,,,,,,,0.015307156155327295,-0.005027354446342613,0.00858913903587033,0.00431252712281216,0.02483765171741692,,,,0.010396549504313013,,,,,,0.03344095940959413,,0.024918743228602436,,,,,,,0.004537901190338811,,0.0062611797844474015,,,-0.009580824614821126
2000-03-27,,,,,,,,,,,0.01360566664466889,0.022779903818183733,0.03227341141463236,0.010318674888598833,0.0008274486518129454,,,,-0.00420502691854352,,,,,,0.033325894517592713,,-0.0028451261751607504,,,,,,,-0.0009006594761666875,,-0.0009589482605633082,,,0.02624097081768273
2000-03-28,,,,,,,,,,,0.011386096405900048,0.021059182897055218,0.015167131736175898,0.0012073286183660326,0.0040279198507731095,,,,0.0036149588918390485,,,,,,-0.057447268015261566,,0.005165161101149174,,,,,,,-0.025142380045819812,,-0.011967491914798734,,,0.008744812518652445
2000-03-29,,,,,,,,,,,-0.0028846006468127294,0.007321700848470725,-0.0037206864387892002,-0.0005740132201028647,-0.018036742311191234,,,,-0.006598240469208205,,,,,,-0.018979607423814326,,0.019320311009884517,,,,,,,-0.0391444571556242,,-0.022240586121930694,,,-0.0014680927075425565
2000-03-30,,,,,,,,,,,-0.029461315690771483,-0.016176325357992627,-0.034064852884824526,-0.012123532698588013,-0.08196409150331585,,,,-0.005615273544039789,,,,,,-0.01872396745688809,,-0.020429054165611804,,,,,,,-0.040213836505069156,,-0.0317599379931891,,,0.012393714256964117
2000-03-31,,,,,,,,,,,-0.004398288199536804,0.011211572576818485,0.008508831558158292,0.006859517354984357,-0.014031378806009798,,,,-0.013585027428202667,,,,,,0.010314185972706946,,-0.03259733692904099,,,,,,,0.02578349847124972,,0.007278034323963345,,,-0.005941534417828964
2000-04-03,,,,,,,,,,,-0.024781858241662014,-0.03662786815122587,-0.03718847476222975,-0.01593753007450649,-0.07349635289469181,,,,0.004121822761621319,,,,,,0.010287419506832096,,-0.016842056357005086,,,,,,,-0.07635315548577126,,-0.009264044284794881,,,0.00043328037684275955
2000-04-04,,,,,,,,,,,0.014953664357360896,0.018796661452137098,-0.01673965420909551,-0.013220798478914553,-0.04618322499512406,,,,-0.0694901449747517,,,,,,0.0027982899339291656,,-0.019233495581494342,,,,,,,-0.01770730737177062,,-0.024842315458685205,,,-0.022382009994447505
2000-04-05,,,,,,,,,,,-0.029733491483363683,-0.03423697770127865,-0.029945849064655472,-0.01419539819255844,-0.03660676681173658,,,,0.004586513549471372,,,,,,-0.0477482365708084,,0.0,,,,,,,0.0049001058114339635,,0.009263999369929943,,,0.0059692506914903465
2000-04-06,,,,,,,,,,,0.030989209765212244,0.036345633877908456,0.04507946210268954,0.022818986519028917,0.14353259087604364,,,,0.012755724392709,,,,,,0.015181115181115201,,-0.031090392213549145,,,,,,,0.023587145797055564,,0.023274188671147167,,,0.021420505871725393
2000-04-07,,,,,,,,,,,0.013499313948219793,-0.004799106322620483,0.018636430100094303,0.011097802383684519,0.04326657367686915,,,,0.07171616366702227,,,,,,-0.005893437036443072,,0.041064213339963906,,,,,,,0.041918567050023725,,0.0025335574557237006,,,0.005947577301922413
2000-04-10,,,,,,,,,,,0.009013893380511062,3.876999423990668e-05,0.006787940476656651,0.008642887986091807,-0.008898283143847552,,,,0.035866807950422075,,,,,,0.021455073398935376,,0.03915784948291101,,,,,,,-0.05808004138132672,,-0.00044901370178518363,,,0.003384801362712242
2000-04-11,,,,,,,,,,,-0.016257914499834936,-0.01834857304260662,-0.024322380089305207,-0.01930507988308916,-0.06663433702578925,,,,0.007222566646001294,,,,,,-0.014213518635502242,,-0.017375915051081936,,,,,,,-0.031588749343393285,,-0.010877354681458673,,,-0.002677896673712765
2000-04-12,,,,,,,,,,,-0.0036285698771205688,0.01552268222320019,-0.0036577157432335916,-0.005597215333947525,-0.012064827997979033,,,,-0.019665774166743644,,,,,,-0.006328099967959022,,-0.021098181392900983,,,,,,,-0.07058112872605338,,-0.033165099919534424,,,-0.007599510204978177
2000-04-13,,,,,,,,,,,0.004109830573677309,-0.021396613283159782,-0.007446732859847649,-0.00784435404169237,-0.019027210785524384,,,,-0.04649337602812831,,,,,,-0.017613865376864157,,0.0,,,,,,,-0.024631064587240625,,-0.009091843535407484,,,0.013400983771641117
2000-04-14,,,,,,,,,,,-0.03170804905225455,-0.02968749408634508,-0.024525070245944747,-0.0022655828316080484,-0.049482178744226,,,,0.0,,,,,,0.008780207606778001,,-0.04315360628905274,,,,,,,-0.09668514297836694,,-0.054866425517628215,,,0.001152029701618984
2000-04-17,,,,,,,,,,,-0.0008523322084307283,-0.014851292052657117,-0.020294199329341178,-0.009781773349833656,-0.012375724695826484,,,,-0.049451815757416195,,,,,,-0.08065237727254249,,-0.11633307944911286,,,,,,,0.0655980055942118,,0.03493829593639464,,,-0.021050794585692034
2000-04-18,,,,,,,,,,,0.014338656291353447,0.007067417621031913,0.0042169479136651145,-0.0015991146250989852,0.029455194848220012,,,,-0.019916178864604617,,,,,,0.00858255176075029,,0.05592607245803416,,,,,,,0.07188428892731613,,0.03420240012041664,,,0.0102670662819071
2000-04-19,,,,,,,,,,,0.003093970823627501,0.01342624900482603,0.001458069422767716,0.025368479394275445,0.025811088515958147,,,,-0.006962114786542184,,,,,,-0.007763838933239731,,0.010410812257460211,,,,,,,-0.022975719441054254,,-0.003913115386735777,,,0.00839265725203897
2000-04-20,,,,,,,,,,,0.011035504973680332,0.0013170783748921444,0.0204647847295667,-0.0027690870029271064,0.004338265171976996,,,,0.007615929392505105,,,,,,0.0019008885548825738,,0.008171319595274618,,,,,,,-0.01687077252651481,,-0.008226690030230133,,,0.010017990824132905
2000-04-21,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.016810801270737752,,0.007763546798029486,,,,,,,0.0,,0.0,,,-0.003232216044135705
2000-04-24,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,-0.019531663899975293,,,,,,-0.022434367541766087,,-0.02552270712758742,,,,,,,-0.04429344544825853,,-0.015314145913530641,,,-0.001987985182449137
2000-04-25,,,,,,,,,,,0.013758900057903478,0.016206457012014397,0.0009542093644920868,0.00744148443834014,0.005357759082308844,,,,-0.02056916426512967,,,,,,0.011052911931818121,,-0.013884801626581789,,,,,,,0.0656859479451426,,0.03240925454067334,,,-0.0021388919124850636
2000-04-26,,,,,,,,,,,0.011167209099582465,0.0403370315299858,0.020432086517650605,0.0076942893554350356,0.029266250233023428,,,,0.05638309610504244,,,,,,0.04056723888132763,,-0.032514921323928414,,,,,,,-0.021863371442890855,,0.029597921042201714,,,-0.0003763355822565817
2000-04-27,,,,,,,,,,,-0.022377235024339415,-0.010587459229669749,-0.01154578531901762,-0.005825633693202881,-0.017220585931155052,,,,-0.013369542510967114,,,,,,0.006792962322264895,,-0.029667849080941555,,,,,,,0.039651909456790424,,-0.0059010449989337355,,,-0.01415881884350556
2000-04-28,,,,,,,,,,,0.027507018403101213,0.03196521236679617,0.013613855789449847,0.01535601235216899,0.04419049903539429,,,,-0.007304679229303557,,,,,,0.017726929846618056,,0.04814541881601553,,,,,,,0.02295424254709144,,0.002676274797107414,,,0.016321402677617725
2000-05-01,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,0.02523402734247515,,0.019218816360545565,,,0.0
2000-05-02,,,,,,,,,,,0.02222682609210369,0.020284554450470393,0.016538364589072874,0.005838385423086567,0.059963973150752414,,,,-0.051971135046745554,,,,,,0.0,,0.037497070541363975,,,,,,,-0.043614580806855874,,-0.0017822542892709237,,,0.0
2000-05-03,,,,,,,,,,,-0.019316074429973185,-0.019427465810650357,-0.005878803173105407,0.011455246329018287,-0.016168442530338223,,,,-0.013048858224905424,,,,,,0.00835906938439357,,0.0002258866049242858,,,,,,,-0.020642195775931516,,-0.023024558688072405,,,0.0
2000-05-04,,,,,,,,,,,0.008715514361408827,0.0208061275740834,0.009284235341900704,0.004472045310851103,-0.0011779939448155474,,,,0.04901029596139961,,,,,,0.021969944462593816,,-0.001952813645783591,,,,,,,0.00348770402259313,,0.013210193180509533,,,0.0
2000-05-05,,,,,,,,,,,0.008321343738350695,-0.0009576877726993338,0.007145169192007472,0.0006316329686091304,0.006309767633258856,,,,0.030314005287747747,,,,,,-0.0011987532965714864,,0.0,,,,,,,0.025960690708126455,,0.019467710496545054,,,0.0
2000-05-06,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,0.01796287405984942,,0.0,,,,,,,0.0,,0.0,,,0.0
2000-05-08,,,,,,,,,,,-0.004787832123389846,0.015184667935426832,0.004282311145084039,-0.002678362034766013,-0.014916457414863804,,,,-0.04031917885264347,,,,,,0.0,,0.025223282620559395,,,,,,,-0.03862901577753208,,-0.0270679731425022,,,0.00017426156661159986
2000-05-09,,,,,,,,,,,-0.02222914703074108,-0.0024152455008690232,-0.00685015925322896,-0.004190960096873475,-0.022264457585340014,,,,0.009889747628291978,,,,,,0.0,,-0.012191005400914001,,,,,,,-0.022992985190958715,,-0.004621131475742168,,,-0.016334175450823274
2000-05-10,,,,,,,,,,,-0.01668391000390912,-0.008484246395714878,-0.014014713598648365,-0.013113524011299504,-0.05357507072719625,,,,-0.011171158100903078,,,,,,-0.012222440558066316,,-0.001761188144838055,,,,,,,-0.055865952954106124,,-0.02122678303794001,,,-0.02986206438471417
2000-05-11,,,,,,,,,,,0.018646600695475524,-0.001017712756267497,0.003912857224874555,-0.010787650555259876,-0.0024013581307523735,,,,-0.04298866595752493,,,,,,-0.026418397389989745,,0.0,,,,,,,0.03393180549113217,,0.0039034417561640833,,,-0.016340596454592737
2000-05-12,,,,,,,,,,,0.01083676978368775,0.01835677976949257,0.010837193547393653,0.008409554338832725,0.02452694878291073,,,,-0.016672415775554783,,,,,,-0.01389456477319162,,-0.025292622875274895,,,,,,,0.008423868007017887,,0.00867112468396214,,,-0.001995301760389867
2000-05-15,,,,,,,,,,,-0.008838209595814717,-0.009084397426890933,-0.006967458357359568,0.008523249505687502,-0.017880963787677562,,,,0.012823511069535387,,,,,,-0.020886862826357322,,-0.015709847359178686,,,,,,,0.022269386182156126,,0.007608719251394946,,,-0.009310651455007202
2000-05-16,,,,,,,,,,,0.025831199245338388,0.008177237185056585,0.01616257233824836,0.009591531888787141,0.02652110413319697,,,,0.0058495285741773095,,,,,,0.01540675526961821,,0.024839776579247186,,,,,,,0.030468587584715934,,0.03233608672371702,,,0.011703694143459842
2000-05-17,,,,,,,,,,,-0.015911818574158354,-0.007712777875444221,-0.00565835523861502,-0.008265245238236796,-0.019342428566753722,,,,0.003672954049814603,,,,,,-0.01721550646102543,,-0.026232976686262233,,,,,,,-0.019531575733610973,,-0.003047370964190388,,,0.0004986837069596017
