Date,Bitcoin-BTC,Ethereum-ETH,Bitcoin-BSV,Litecoin-LTC,Monero-XMR,Dash-DASH,Kusama-KSM,Zcash-ZEC,Bitcoin Cash-BCH,Counos-CCXX
6/14/2017,2464.58,361.93,#N/A,30.22,46.02,163.35,#N/A,387.49,#N/A,#N/A
6/13/2017,2506.37,359.05,#N/A,30.22,46.3,163.21,#N/A,368.28,#N/A,#N/A
6/12/2017,2717.02,397.54,#N/A,30.64,51.8,183.97,#N/A,311.49,#N/A,#N/A
6/11/2017,2659.63,401.49,#N/A,29.5,50.04,170.78,#N/A,331.1,#N/A,#N/A
6/10/2017,2958.11,340.61,#N/A,33.22,58.7,188.27,#N/A,328.66,#N/A,#N/A
6/9/2017,2947.71,337.67,#N/A,30.44,52.28,152,#N/A,281.13,#N/A,#N/A
6/8/2017,2823.81,281.74,#N/A,29.68,55.62,148.93,#N/A,272.24,#N/A,#N/A
6/7/2017,2805.62,261.67,#N/A,30.21,56.19,145.03,#N/A,262.79,#N/A,#N/A
6/6/2017,2732.16,258.07,#N/A,28.39,52.54,140.36,#N/A,259.36,#N/A,#N/A
6/5/2017,2863.2,264.47,#N/A,30.55,55.57,145.19,#N/A,253.03,#N/A,#N/A
6/4/2017,2686.81,248.46,#N/A,30.84,48.26,144.92,#N/A,239.52,#N/A,#N/A
6/3/2017,2511.81,245.33,#N/A,27.94,42.9,143.35,#N/A,230,#N/A,#N/A
6/2/2017,2515.35,224.38,#N/A,27.66,42.37,144.29,#N/A,241.68,#N/A,#N/A
6/1/2017,2488.55,223.77,#N/A,28.94,44,145.29,#N/A,249.27,#N/A,#N/A
5/31/2017,2407.88,222.24,#N/A,28.8,43.7,136.08,#N/A,235.67,#N/A,#N/A
5/30/2017,2286.41,230.67,#N/A,25.3,41.83,135.97,#N/A,232.93,#N/A,#N/A
5/29/2017,2175.47,231.91,#N/A,24.14,39.79,121.13,#N/A,205.57,#N/A,#N/A
5/28/2017,2255.61,194.91,#N/A,25.21,41.21,117.26,#N/A,196.32,#N/A,#N/A
5/27/2017,2155.8,170.51,#N/A,24.22,36.84,108.14,#N/A,190.82,#N/A,#N/A
5/26/2017,2038.87,157.76,#N/A,23.74,33.41,99.2,#N/A,197.88,#N/A,#N/A
5/25/2017,2202.42,160.4,#N/A,23.75,38.71,112.94,#N/A,224.46,#N/A,#N/A
5/24/2017,2304.98,174.45,#N/A,29.9,40.12,119.63,#N/A,238.6,#N/A,#N/A
5/23/2017,2443.64,190.05,#N/A,34.45,45.38,144.63,#N/A,239.49,#N/A,#N/A
5/22/2017,2320.42,181.95,#N/A,32.11,55.62,138.07,#N/A,203.19,#N/A,#N/A
5/21/2017,2173.4,174.26,#N/A,25.38,36.17,120.73,#N/A,119.82,#N/A,#N/A
5/20/2017,2041.2,157.94,#N/A,26.3,34.64,102.03,#N/A,108.23,#N/A,#N/A
5/19/2017,2084.73,126.52,#N/A,27.51,35.1,100.77,#N/A,106.08,#N/A,#N/A
5/18/2017,1987.71,129.53,#N/A,27.7,31.87,98.98,#N/A,94.92,#N/A,#N/A
5/17/2017,1888.65,96.91,#N/A,28.36,30.33,89.73,#N/A,92.66,#N/A,#N/A
5/16/2017,1839.09,89.86,#N/A,25.4,26.93,83.26,#N/A,90.6,#N/A,#N/A
5/15/2017,1734.45,89.44,#N/A,23.33,26.26,85.59,#N/A,93.57,#N/A,#N/A
5/14/2017,1738.43,92.41,#N/A,25.37,27.79,91.49,#N/A,96.7,#N/A,#N/A
5/13/2017,1808.91,90.79,#N/A,28.89,28.53,89.8,#N/A,96.58,#N/A,#N/A
5/12/2017,1804.91,90.84,#N/A,28.91,28.47,89.35,#N/A,97.44,#N/A,#N/A
5/11/2017,1724.24,88.66,#N/A,27.45,28.68,86.8,#N/A,95.13,#N/A,#N/A
5/10/2017,1848.57,89.88,#N/A,30.72,29.51,91.54,#N/A,96.99,#N/A,#N/A
5/9/2017,1787.13,89.52,#N/A,31.96,29.84,91.52,#N/A,96.09,#N/A,#N/A
5/8/2017,1755.36,91.16,#N/A,33.58,28.66,93.3,#N/A,106.62,#N/A,#N/A
5/7/2017,1723.35,91.42,#N/A,28.96,30.47,101.1,#N/A,103.83,#N/A,#N/A
5/6/2017,1596.71,94.01,#N/A,30.29,32.78,106.28,#N/A,108.21,#N/A,#N/A
5/5/2017,1578.8,97.81,#N/A,28.16,28.98,99.76,#N/A,103.64,#N/A,#N/A
5/4/2017,1555.45,94.4,#N/A,26.27,28.45,99.01,#N/A,99.54,#N/A,#N/A
5/3/2017,1537.67,96.98,#N/A,23.39,25.99,92.8,#N/A,91.04,#N/A,#N/A
5/2/2017,1490.09,79.72,#N/A,21.04,25.2,90.08,#N/A,91.93,#N/A,#N/A
5/1/2017,1452.82,77.26,#N/A,15.9,23.04,86.24,#N/A,90.05,#N/A,#N/A
4/30/2017,1421.6,76.3,#N/A,15.92,22.77,88.12,#N/A,93.2,#N/A,#N/A
4/29/2017,1347.89,79.02,#N/A,15.71,23.72,91.55,#N/A,96.08,#N/A,#N/A
4/28/2017,1321.79,68.38,#N/A,15.74,22.76,94.95,#N/A,83.95,#N/A,#N/A
4/27/2017,1316.48,70.16,#N/A,14.34,22.35,79.49,#N/A,76.82,#N/A,#N/A
4/26/2017,1317.73,62.17,#N/A,14.62,21.21,78.17,#N/A,72,#N/A,#N/A
4/25/2017,1281.08,52.72,#N/A,14.85,19.37,71.53,#N/A,69.17,#N/A,#N/A
4/24/2017,1265.49,49.89,#N/A,15.21,19.65,72.07,#N/A,67.99,#N/A,#N/A
4/23/2017,1250.15,50.03,#N/A,14.97,19.56,72.2,#N/A,66.34,#N/A,#N/A
4/22/2017,1207.21,48.49,#N/A,13.94,19.72,68.89,#N/A,68.67,#N/A,#N/A
4/21/2017,1231.71,48.55,#N/A,13.06,20.12,71.22,#N/A,68.14,#N/A,#N/A
4/20/2017,1222.05,48.22,#N/A,11.23,20.29,70.88,#N/A,67.32,#N/A,#N/A
4/19/2017,1229.08,49.67,#N/A,10.33,20.24,71.45,#N/A,70.94,#N/A,#N/A
4/18/2017,1210.29,48.31,#N/A,9.66,20.39,72.28,#N/A,71.78,#N/A,#N/A
4/17/2017,1211.67,50.71,#N/A,10.32,21.06,72.83,#N/A,70.24,#N/A,#N/A
4/16/2017,1193.91,48.3,#N/A,10.42,20.56,75.64,#N/A,71.5,#N/A,#N/A
4/15/2017,1182.94,48.72,#N/A,10.71,20.46,75.34,#N/A,72.87,#N/A,#N/A
4/14/2017,1172.52,49.1,#N/A,10.79,20.71,75.01,#N/A,71.17,#N/A,#N/A
4/13/2017,1167.54,47.57,#N/A,10.39,20.59,70.77,#N/A,64.66,#N/A,#N/A
4/12/2017,1169.28,50.22,#N/A,10.15,21.48,72.57,#N/A,62,#N/A,#N/A
4/11/2017,1200.37,46.29,#N/A,10.79,21.76,68,#N/A,61.83,#N/A,#N/A
4/10/2017,1205.01,43.41,#N/A,8.85,21.36,60.53,#N/A,64.82,#N/A,#N/A
4/9/2017,1187.13,43.44,#N/A,8.92,21.83,61.31,#N/A,62.55,#N/A,#N/A
4/8/2017,1187.87,43.27,#N/A,8.71,20.68,64.7,#N/A,63.58,#N/A,#N/A
4/7/2017,1175.95,44.31,#N/A,9.92,20.83,67.75,#N/A,59.8,#N/A,#N/A
4/6/2017,1176.9,42.16,#N/A,9.37,19.39,66.19,#N/A,57.9,#N/A,#N/A
4/5/2017,1182.68,43.24,#N/A,10.25,19.27,66.53,#N/A,59.08,#N/A,#N/A
4/4/2017,1124.78,45.3,#N/A,11.09,19.62,74.37,#N/A,62.7,#N/A,#N/A
4/3/2017,1133.25,44.64,#N/A,8.29,21.35,69.07,#N/A,63.45,#N/A,#N/A
4/2/2017,1143.81,44.36,#N/A,8.07,20.33,61.76,#N/A,63.73,#N/A,#N/A
4/1/2017,1102.17,48.75,#N/A,7.74,20.14,57.07,#N/A,64.59,#N/A,#N/A
3/31/2017,1080.5,50.7,#N/A,6.88,21.5,68.6,#N/A,70.26,#N/A,#N/A
3/30/2017,1071.79,50.04,#N/A,6.67,20.54,74.91,#N/A,66.95,#N/A,#N/A
3/29/2017,1026.43,52.21,#N/A,6.98,20.88,79.61,#N/A,63.36,#N/A,#N/A
3/28/2017,1039.97,53.13,#N/A,4.19,21.14,84.4,#N/A,64.69,#N/A,#N/A
3/27/2017,1047.15,50.77,#N/A,4.16,19.81,87.89,#N/A,54.54,#N/A,#N/A
3/26/2017,1045.77,49.67,#N/A,4.08,19.66,85.66,#N/A,59.93,#N/A,#N/A
3/25/2017,966.72,50.52,#N/A,4.06,19.61,93.63,#N/A,63.4,#N/A,#N/A
3/24/2017,972.78,51.25,#N/A,4.07,20.14,94.33,#N/A,64.59,#N/A,#N/A
3/23/2017,937.52,53.11,#N/A,4.08,21.1,97.27,#N/A,66.61,#N/A,#N/A
3/22/2017,1038.59,43.68,#N/A,3.98,21.82,101.43,#N/A,69.22,#N/A,#N/A
3/21/2017,1049.14,42.34,#N/A,3.94,21.42,101.51,#N/A,66.64,#N/A,#N/A
3/20/2017,1120.54,43.15,#N/A,4.01,21.29,95.38,#N/A,72.47,#N/A,#N/A
3/19/2017,1054.23,43.39,#N/A,4.03,22.51,100.05,#N/A,69.89,#N/A,#N/A
3/18/2017,1036.74,44.74,#N/A,3.96,23.29,108.23,#N/A,64.18,#N/A,#N/A
3/17/2017,973.82,34.16,#N/A,3.97,20.07,109.24,#N/A,48.27,#N/A,#N/A
3/16/2017,1100.23,46.83,#N/A,4.06,22.35,99.14,#N/A,48.78,#N/A,#N/A
3/15/2017,1187.81,46.35,#N/A,4.24,22.48,89.81,#N/A,45.73,#N/A,#N/A
3/14/2017,1249.61,35.06,#N/A,4.16,18.98,95.09,#N/A,45.12,#N/A,#N/A
3/13/2017,1240,28.65,#N/A,4.06,17.76,88.24,#N/A,47.66,#N/A,#N/A
3/12/2017,1231.92,28.59,#N/A,4.17,18.13,74.61,#N/A,40.16,#N/A,#N/A
3/11/2017,1221.38,23.44,#N/A,3.84,16.79,77.08,#N/A,39.72,#N/A,#N/A
3/10/2017,1175.83,21.47,#N/A,3.8,14.69,72.93,#N/A,35.35,#N/A,#N/A
3/9/2017,1116.72,19.33,#N/A,3.75,13.21,50.42,#N/A,36.72,#N/A,#N/A
3/8/2017,1188.49,17.75,#N/A,3.84,13.03,51.06,#N/A,35.74,#N/A,#N/A
3/7/2017,1150,16.65,#N/A,3.78,12.47,42.33,#N/A,38.03,#N/A,#N/A
3/6/2017,1223.54,18.89,#N/A,3.82,13.53,45.68,#N/A,40.32,#N/A,#N/A
3/5/2017,1272.83,19.61,#N/A,3.92,15.41,46.5,#N/A,39.44,#N/A,#N/A
3/4/2017,1267.12,19.3,#N/A,3.9,15.18,42.31,#N/A,41.64,#N/A,#N/A
3/3/2017,1255.15,18.62,#N/A,3.88,13.67,43.38,#N/A,41.8,#N/A,#N/A
3/2/2017,1274.99,19.46,#N/A,3.92,13.91,47.38,#N/A,39.67,#N/A,#N/A
3/1/2017,1251.01,19.03,#N/A,3.92,13.11,42.44,#N/A,41.41,#N/A,#N/A
2/28/2017,1222.5,17.35,#N/A,3.8,12.33,42.54,#N/A,37.31,#N/A,#N/A
2/27/2017,1179.97,15.82,#N/A,3.77,12.28,32.51,#N/A,35.94,#N/A,#N/A
2/26/2017,1179.97,15.4,#N/A,3.8,11.96,28.18,#N/A,29.45,#N/A,#N/A
2/25/2017,1165.2,14.52,#N/A,3.83,11.89,28.11,#N/A,29.15,#N/A,#N/A
2/24/2017,1143.84,13.55,#N/A,3.83,11.85,26.76,#N/A,30.23,#N/A,#N/A
2/23/2017,1173.68,13.07,#N/A,3.85,11.92,26.2,#N/A,29.98,#N/A,#N/A
2/22/2017,1166.72,13.12,#N/A,3.84,12.87,25.22,#N/A,27.16,#N/A,#N/A
2/21/2017,1117.44,12.6,#N/A,3.81,12.77,22.12,#N/A,29.9,#N/A,#N/A
2/20/2017,1115.3,12.67,#N/A,3.78,12.34,21.25,#N/A,30.87,#N/A,#N/A
2/19/2017,1079.98,12.43,#N/A,3.77,12.22,21.59,#N/A,30.58,#N/A,#N/A
2/18/2017,1047.87,12.76,#N/A,3.76,12.99,22.55,#N/A,30.84,#N/A,#N/A
2/17/2017,1054.42,12.81,#N/A,3.79,13.36,21.41,#N/A,32.01,#N/A,#N/A
2/16/2017,1046.21,12.68,#N/A,3.83,13.3,20,#N/A,32.56,#N/A,#N/A
2/15/2017,1027.44,12.9,#N/A,3.79,13.1,19.52,#N/A,33.55,#N/A,#N/A
2/14/2017,1007.48,12.92,#N/A,3.81,13.62,19.63,#N/A,32.37,#N/A,#N/A
2/13/2017,1004.55,13.03,#N/A,3.77,12.99,18.15,#N/A,30.38,#N/A,#N/A
2/12/2017,990.64,11.27,#N/A,3.72,12.2,16.88,#N/A,31.61,#N/A,#N/A
2/11/2017,999.18,11.4,#N/A,3.76,12.33,16.91,#N/A,32.76,#N/A,#N/A
2/10/2017,1004.45,11.35,#N/A,3.79,12.24,17.15,#N/A,32.7,#N/A,#N/A
2/9/2017,988.67,11.28,#N/A,3.78,11.98,16.67,#N/A,33.34,#N/A,#N/A
2/8/2017,994.38,11.03,#N/A,3.8,12.12,16.58,#N/A,35.3,#N/A,#N/A
2/7/2017,1063.07,11.43,#N/A,4.02,12.8,17.35,#N/A,36.42,#N/A,#N/A
2/6/2017,1061.35,11.52,#N/A,4.04,12.65,17.14,#N/A,37.59,#N/A,#N/A
2/5/2017,1038.15,11.39,#N/A,4.04,12.88,17.12,#N/A,38.16,#N/A,#N/A
2/4/2017,1027.34,11.35,#N/A,4.04,12.8,17.06,#N/A,39.34,#N/A,#N/A
2/3/2017,1042.9,11.43,#N/A,4.06,12.61,17.62,#N/A,39.02,#N/A,#N/A
2/2/2017,1029.91,11.11,#N/A,4.08,12.86,17.52,#N/A,39.24,#N/A,#N/A
2/1/2017,1011.8,10.82,#N/A,4.09,13.14,16.31,#N/A,39.89,#N/A,#N/A
1/31/2017,989.02,10.73,#N/A,4.08,13.27,16.03,#N/A,39.52,#N/A,#N/A
1/30/2017,970.4,10.73,#N/A,4.08,12.99,16.07,#N/A,39.98,#N/A,#N/A
1/29/2017,920.38,10.57,#N/A,4.02,12.71,15.96,#N/A,38.67,#N/A,#N/A
1/28/2017,919.5,10.48,#N/A,3.85,12.66,15.51,#N/A,38.2,#N/A,#N/A
1/27/2017,921.59,10.56,#N/A,3.85,12.85,15.27,#N/A,38.22,#N/A,#N/A
1/26/2017,919.75,10.54,#N/A,3.86,12.1,15.34,#N/A,38.52,#N/A,#N/A
1/25/2017,917.59,10.59,#N/A,3.83,11.98,15.04,#N/A,40.15,#N/A,#N/A
1/24/2017,901.54,10.57,#N/A,3.71,11.83,14.51,#N/A,41.41,#N/A,#N/A
1/23/2017,892.69,10.63,#N/A,3.79,11.81,14.09,#N/A,42.85,#N/A,#N/A
1/22/2017,921.01,10.82,#N/A,3.84,12.25,15.19,#N/A,43.31,#N/A,#N/A
1/21/2017,924.67,10.7,#N/A,3.84,12.18,15.11,#N/A,43.51,#N/A,#N/A
1/20/2017,921.79,10.91,#N/A,3.9,12.03,14.97,#N/A,43.65,#N/A,#N/A
1/19/2017,895.03,10.6,#N/A,3.89,11.91,15.16,#N/A,44.25,#N/A,#N/A
1/18/2017,899.07,10.4,#N/A,3.86,12.15,15.18,#N/A,43.92,#N/A,#N/A
1/17/2017,886.62,10.23,#N/A,3.84,12.05,14.06,#N/A,44.68,#N/A,#N/A
1/16/2017,907.94,10.3,#N/A,3.94,12.39,14.25,#N/A,43.46,#N/A,#N/A
1/15/2017,831.53,9.64,#N/A,3.9,10.64,12.94,#N/A,45.15,#N/A,#N/A
1/14/2017,821.8,9.9,#N/A,3.93,10.76,12.39,#N/A,43.64,#N/A,#N/A
1/13/2017,818.41,9.65,#N/A,3.9,11.09,12.08,#N/A,43.21,#N/A,#N/A
1/12/2017,823.98,9.77,#N/A,3.89,11.27,12.59,#N/A,42.81,#N/A,#N/A
1/11/2017,804.83,9.86,#N/A,3.96,11.85,12.22,#N/A,40.05,#N/A,#N/A
1/10/2017,777.76,9.72,#N/A,3.85,11.64,11.3,#N/A,45.66,#N/A,#N/A
1/9/2017,907.68,10.55,#N/A,4.59,13.39,12.49,#N/A,46.1,#N/A,#N/A
1/8/2017,902.83,10.33,#N/A,4.3,13.74,12.09,#N/A,46.11,#N/A,#N/A
1/7/2017,911.2,10.29,#N/A,3.99,13.47,12.54,#N/A,47.38,#N/A,#N/A
1/6/2017,908.59,9.87,#N/A,3.96,13.06,12.44,#N/A,47.46,#N/A,#N/A
1/5/2017,902.2,10.25,#N/A,3.86,14.03,12.03,#N/A,49.84,#N/A,#N/A
1/4/2017,1013.38,10.25,#N/A,4.29,16.19,14.38,#N/A,57.03,#N/A,#N/A
1/3/2017,1154.73,11.25,#N/A,4.84,18.53,16.52,#N/A,50.04,#N/A,#N/A
1/2/2017,1043.84,9.73,#N/A,4.63,16.09,12.78,#N/A,49.79,#N/A,#N/A
1/1/2017,1021.75,8.38,#N/A,4.65,16.05,11.81,#N/A,48.47,#N/A,#N/A
12/31/2016,998.33,8.17,#N/A,4.51,13.97,11.23,#N/A,48.1,#N/A,#N/A
12/30/2016,963.74,7.97,#N/A,4.33,13.78,11.21,#N/A,50.38,#N/A,#N/A
12/29/2016,961.24,8.16,#N/A,4.39,12.97,11.11,#N/A,50.99,#N/A,#N/A
12/28/2016,973.5,8.28,#N/A,4.56,13.13,10.85,#N/A,48.49,#N/A,#N/A
12/27/2016,975.92,7.52,#N/A,4.57,14.09,10.07,#N/A,44.38,#N/A,#N/A
12/26/2016,933.2,7.17,#N/A,4.47,12.69,9.74,#N/A,43.59,#N/A,#N/A
12/25/2016,907.61,7.27,#N/A,4.36,10.27,9.7,#N/A,45.85,#N/A,#N/A
12/24/2016,896.18,7.18,#N/A,4.35,9.73,10.01,#N/A,48.24,#N/A,#N/A
12/23/2016,898.82,7.27,#N/A,4.55,9.65,9.83,#N/A,52.05,#N/A,#N/A
12/22/2016,921.98,7.17,#N/A,4.66,9.55,9.56,#N/A,47.76,#N/A,#N/A
12/21/2016,864.54,7.59,#N/A,3.71,8.9,9.79,#N/A,36.29,#N/A,#N/A
12/20/2016,834.28,7.91,#N/A,3.65,8.28,9.81,#N/A,36.02,#N/A,#N/A
12/19/2016,800.88,7.66,#N/A,3.66,8.43,10.22,#N/A,34.47,#N/A,#N/A
12/18/2016,792.71,7.64,#N/A,3.66,8.63,10.32,#N/A,36.44,#N/A,#N/A
12/17/2016,790.53,7.87,#N/A,3.68,8.61,9.89,#N/A,35.84,#N/A,#N/A
12/16/2016,790.83,7.88,#N/A,3.7,8.32,9.74,#N/A,40.22,#N/A,#N/A
12/15/2016,784.91,7.86,#N/A,3.63,8.51,9.89,#N/A,40.31,#N/A,#N/A
12/14/2016,778.09,7.83,#N/A,3.62,8.42,9.3,#N/A,44.33,#N/A,#N/A
12/13/2016,781.48,8.27,#N/A,3.62,8.41,9.16,#N/A,46.78,#N/A,#N/A
12/12/2016,780.56,8.42,#N/A,3.65,8.11,9.39,#N/A,49.92,#N/A,#N/A
12/11/2016,780.09,8.52,#N/A,3.66,8.05,9.1,#N/A,48.48,#N/A,#N/A
12/10/2016,769.73,8.19,#N/A,3.64,7.91,9.54,#N/A,49.78,#N/A,#N/A
12/9/2016,774.65,8.13,#N/A,3.68,7.78,8.88,#N/A,50.37,#N/A,#N/A
12/8/2016,772.79,8.45,#N/A,3.69,7.95,8.83,#N/A,53.3,#N/A,#N/A
12/7/2016,770.81,8.23,#N/A,3.69,7.79,8.75,#N/A,54.61,#N/A,#N/A
12/6/2016,768.13,8.38,#N/A,3.62,7.89,8.68,#N/A,48.74,#N/A,#N/A
12/5/2016,764.22,7.87,#N/A,3.54,7.54,8.8,#N/A,50.93,#N/A,#N/A
12/4/2016,758.7,6.82,#N/A,3.53,7.91,8.56,#N/A,58.39,#N/A,#N/A
12/3/2016,773.87,7.44,#N/A,3.9,7.8,8.82,#N/A,59.53,#N/A,#N/A
12/2/2016,771.16,7.92,#N/A,3.92,8.27,8.88,#N/A,60.32,#N/A,#N/A
12/1/2016,777.94,7.76,#N/A,3.95,8.23,8.66,#N/A,63.03,#N/A,#N/A
11/30/2016,756.77,8.45,#N/A,3.91,8.58,8.74,#N/A,68.69,#N/A,#N/A
11/29/2016,745.69,8.59,#N/A,3.89,8.95,8.91,#N/A,68.72,#N/A,#N/A
11/28/2016,735.6,8.17,#N/A,3.87,7.6,8.82,#N/A,70.96,#N/A,#N/A
11/27/2016,735.81,8.72,#N/A,3.88,7.89,8.96,#N/A,69.83,#N/A,#N/A
11/26/2016,732.03,9,#N/A,3.88,7.93,9.09,#N/A,77.3,#N/A,#N/A
11/25/2016,735.38,9.33,#N/A,3.89,7.62,8.9,#N/A,91.33,#N/A,#N/A
11/24/2016,741.65,9.4,#N/A,3.92,7.54,9.1,#N/A,97.19,#N/A,#N/A
11/23/2016,740.29,9.23,#N/A,3.91,7.81,9.13,#N/A,77.56,#N/A,#N/A
11/22/2016,744.59,9.84,#N/A,3.93,7.91,8.51,#N/A,57.9,#N/A,#N/A
11/21/2016,751.35,9.91,#N/A,3.95,7.69,8.63,#N/A,54.02,#N/A,#N/A
11/20/2016,739.25,9.62,#N/A,3.94,6.8,8.58,#N/A,60.27,#N/A,#N/A
11/19/2016,731.03,9.58,#N/A,3.92,6.58,8.51,#N/A,65.7,#N/A,#N/A
11/18/2016,751.62,9.66,#N/A,3.95,6.55,8.48,#N/A,70.64,#N/A,#N/A
11/17/2016,751.59,9.48,#N/A,3.96,6.72,8.95,#N/A,87.64,#N/A,#N/A
11/16/2016,740.98,9.99,#N/A,3.94,6.79,9.02,#N/A,96.95,#N/A,#N/A
11/15/2016,744.2,10.06,#N/A,4.02,6.58,9.45,#N/A,109.34,#N/A,#N/A
11/14/2016,711.62,10.22,#N/A,3.89,7.3,9.64,#N/A,105.07,#N/A,#N/A
11/13/2016,705.02,9.97,#N/A,3.88,7.71,9.68,#N/A,117.26,#N/A,#N/A
11/12/2016,702.03,10.1,#N/A,3.88,7.1,9.49,#N/A,144.11,#N/A,#N/A
11/11/2016,705.05,9.88,#N/A,3.76,7.44,9.64,#N/A,183.36,#N/A,#N/A
11/10/2016,716.41,10.29,#N/A,3.82,6.78,9.67,#N/A,226.17,#N/A,#N/A
11/9/2016,715.53,10.52,#N/A,3.82,6.1,9.67,#N/A,255.58,#N/A,#N/A
11/8/2016,723.27,10.66,#N/A,3.86,6.19,9.7,#N/A,308.64,#N/A,#N/A
11/7/2016,709.85,10.83,#N/A,3.84,6.32,9.76,#N/A,236.01,#N/A,#N/A
11/6/2016,703.13,10.81,#N/A,3.84,5.74,9.92,#N/A,321.79,#N/A,#N/A
11/5/2016,711.52,10.87,#N/A,3.89,4.97,9.4,#N/A,504.57,#N/A,#N/A
11/4/2016,703.42,11,#N/A,3.87,5.02,9.21,#N/A,603.98,#N/A,#N/A
11/3/2016,703.23,11.09,#N/A,3.88,4.85,9.13,#N/A,887.26,#N/A,#N/A
11/2/2016,688.7,10.8,#N/A,3.86,4.89,9.12,#N/A,942.78,#N/A,#N/A
11/1/2016,740.83,10.75,#N/A,4.1,4.51,8.94,#N/A,1333.74,#N/A,#N/A
10/31/2016,729.79,10.77,#N/A,4.09,4.71,9.04,#N/A,1624.58,#N/A,#N/A
10/30/2016,700.97,11,#N/A,3.99,5.12,9.2,#N/A,574.82,#N/A,#N/A
10/29/2016,701.86,11.18,#N/A,4.03,5.57,9.67,#N/A,#N/A,#N/A,#N/A
10/28/2016,714.48,10.44,#N/A,4.09,5.14,8.61,#N/A,#N/A,#N/A,#N/A
10/27/2016,689.65,11.09,#N/A,3.97,5.73,9.07,#N/A,#N/A,#N/A,#N/A
10/26/2016,688.31,11.5,#N/A,4.02,6.21,9.71,#N/A,#N/A,#N/A,#N/A
10/25/2016,678.3,11.53,#N/A,3.96,6.17,9.34,#N/A,#N/A,#N/A,#N/A
10/24/2016,657.59,11.41,#N/A,3.9,6.09,9.41,#N/A,#N/A,#N/A,#N/A
10/23/2016,653.76,11.97,#N/A,3.87,6.42,9.85,#N/A,#N/A,#N/A,#N/A
10/22/2016,657.07,12.04,#N/A,3.92,6.51,9.96,#N/A,#N/A,#N/A,#N/A
10/21/2016,657.29,12.07,#N/A,3.89,6.52,10.36,#N/A,#N/A,#N/A,#N/A
10/20/2016,632.83,12.18,#N/A,3.81,6.78,10.77,#N/A,#N/A,#N/A,#N/A
10/19/2016,630.86,12.1,#N/A,3.78,6.56,10.5,#N/A,#N/A,#N/A,#N/A
10/18/2016,630.52,12.02,#N/A,3.8,6.62,10.29,#N/A,#N/A,#N/A,#N/A
10/17/2016,637.96,12.59,#N/A,3.84,6.57,10.21,#N/A,#N/A,#N/A,#N/A
10/16/2016,639.19,12.01,#N/A,3.91,6.28,10.62,#N/A,#N/A,#N/A,#N/A
10/15/2016,641.63,11.95,#N/A,3.89,6.38,10.85,#N/A,#N/A,#N/A,#N/A
10/14/2016,638.65,11.98,#N/A,3.87,6.56,11.1,#N/A,#N/A,#N/A,#N/A
10/13/2016,640.38,11.94,#N/A,3.9,6.92,11.53,#N/A,#N/A,#N/A,#N/A
10/12/2016,636.79,11.96,#N/A,3.91,6.91,11.44,#N/A,#N/A,#N/A,#N/A
10/11/2016,636.19,11.93,#N/A,3.76,7.31,11.43,#N/A,#N/A,#N/A,#N/A
10/10/2016,641.07,11.79,#N/A,3.82,7.28,11.73,#N/A,#N/A,#N/A,#N/A
10/9/2016,618.99,11.76,#N/A,3.8,6.94,11.69,#N/A,#N/A,#N/A,#N/A
10/8/2016,616.75,12.05,#N/A,3.82,7.48,11.59,#N/A,#N/A,#N/A,#N/A
10/7/2016,619.11,12.22,#N/A,3.84,6.88,11.72,#N/A,#N/A,#N/A,#N/A
10/6/2016,617.12,12.67,#N/A,3.86,6.89,11.87,#N/A,#N/A,#N/A,#N/A
10/5/2016,613.02,12.85,#N/A,3.85,7.18,12.06,#N/A,#N/A,#N/A,#N/A
10/4/2016,612.51,13.04,#N/A,3.84,6.76,12.03,#N/A,#N/A,#N/A,#N/A
10/3/2016,610.2,13.28,#N/A,3.82,7.65,12.06,#N/A,#N/A,#N/A,#N/A
10/2/2016,612.13,13.45,#N/A,3.84,7.95,11.89,#N/A,#N/A,#N/A,#N/A
10/1/2016,610.89,13.2,#N/A,3.84,8.3,11.78,#N/A,#N/A,#N/A,#N/A
9/30/2016,613.98,13.17,#N/A,3.85,7.36,11.71,#N/A,#N/A,#N/A,#N/A
9/29/2016,609.73,13.22,#N/A,3.84,8.41,12.1,#N/A,#N/A,#N/A,#N/A
9/28/2016,605.69,13.07,#N/A,3.85,8.71,12.01,#N/A,#N/A,#N/A,#N/A
9/27/2016,604.73,13.27,#N/A,3.84,9.4,11.59,#N/A,#N/A,#N/A,#N/A
9/26/2016,606.17,13.1,#N/A,3.85,9.31,11.64,#N/A,#N/A,#N/A,#N/A
9/25/2016,608.04,12.82,#N/A,3.86,9.4,11.41,#N/A,#N/A,#N/A,#N/A
9/24/2016,600.83,13.1,#N/A,3.81,10.24,11.55,#N/A,#N/A,#N/A,#N/A
9/23/2016,602.63,12.88,#N/A,3.81,10.63,11.53,#N/A,#N/A,#N/A,#N/A
9/22/2016,602.84,13.33,#N/A,3.81,10.77,11.54,#N/A,#N/A,#N/A,#N/A
9/21/2016,596.3,13.25,#N/A,3.77,10.16,11.54,#N/A,#N/A,#N/A,#N/A
9/20/2016,597.15,13.77,#N/A,3.84,9.92,11.53,#N/A,#N/A,#N/A,#N/A
9/19/2016,608.31,14.43,#N/A,3.84,11.15,11.41,#N/A,#N/A,#N/A,#N/A
