Date,Bitcoin-BTC,Ethereum-ETH,Bitcoin-BSV,Litecoin-LTC,Monero-XMR,Dash-DASH,Kusama-KSM,Zcash-ZEC,Bitcoin Cash-BCH,Counos-CCXX
3/17/2019,4032.51,139.37,67.27,60.26,53.49,92.64,#N/A,54.65,156.08,#N/A
3/16/2019,4025.23,140,68.47,61.24,53.54,93.56,#N/A,55.04,157.58,#N/A
3/15/2019,4048.73,142.4,68.98,61.84,54.64,93.04,#N/A,53.65,143.99,#N/A
3/14/2019,3960.91,137.69,67.69,58.99,53.61,90.7,#N/A,52.62,133.9,#N/A
3/13/2019,3924.37,133.71,66.27,56.58,52.35,89.96,#N/A,51.52,128.93,#N/A
3/12/2019,3906.72,133.26,64.98,55.93,52.04,91.45,#N/A,53.39,128.95,#N/A
3/11/2019,3909.16,134.44,65.84,57,51.47,92.04,#N/A,50.02,130.2,#N/A
3/10/2019,3905.23,133.83,65.29,55.42,50.24,83.55,#N/A,50.96,132.84,#N/A
3/9/2019,3951.6,136.76,66.81,57.18,50.95,83.73,#N/A,51.69,133.82,#N/A
3/8/2019,3963.31,137.97,66.77,58.09,50.79,84.13,#N/A,49.82,129.47,#N/A
3/7/2019,3901.13,135.13,65.57,56.1,50.02,81.59,#N/A,50.71,132.16,#N/A
3/6/2019,3911.48,138.03,66.86,57.19,51.03,83.6,#N/A,50.79,133.27,#N/A
3/5/2019,3903.94,138.79,66.91,55.78,50.85,84.12,#N/A,51.08,132.51,#N/A
3/4/2019,3896.38,137.82,67.28,53.13,50.55,83.94,#N/A,49.26,125.12,#N/A
3/3/2019,3761.56,127.77,63.46,46.43,48.49,79.8,#N/A,51.06,131.56,#N/A
3/2/2019,3847.18,132.25,65.41,48.38,50.11,81.95,#N/A,52.05,132.54,#N/A
3/1/2019,3864.42,134.21,66.91,49.02,49.98,83.26,#N/A,52.29,132.96,#N/A
2/28/2019,3859.58,136.44,67,47.49,49.56,83.4,#N/A,51.83,132.19,#N/A
2/27/2019,3854.79,136.75,67.32,46.24,49.12,83.4,#N/A,52.33,132.79,#N/A
2/26/2019,3851.05,136.13,67.86,45.58,49.99,82.47,#N/A,52.78,134.26,#N/A
2/25/2019,3854.36,138.09,74.58,45.49,49.41,83.13,#N/A,53.14,135.87,#N/A
2/24/2019,3882.7,139.82,68.39,46.21,50.08,84.12,#N/A,52.35,130.27,#N/A
2/23/2019,3810.43,135.85,61.2,44.68,49.01,81.52,#N/A,56.84,153.26,#N/A
2/22/2019,4142.53,158.8,68.74,51.68,53.81,90.08,#N/A,54.28,145.11,#N/A
2/21/2019,4005.53,149.09,65.96,49.81,52.64,86.76,#N/A,53.65,142.93,#N/A
2/20/2019,3954.12,146.13,65.39,49.15,50.44,85.61,#N/A,54.88,148.05,#N/A
2/19/2019,3999.82,149.55,67.5,51.79,52.11,87.91,#N/A,55.14,143.3,#N/A
2/18/2019,3947.09,145.35,67.09,47.86,52.33,88.16,#N/A,54.95,144.41,#N/A
2/17/2019,3915.71,146.1,67.65,48.04,51.69,86.56,#N/A,51.98,124.69,#N/A
2/16/2019,3673.84,133.6,62.87,43.93,48.07,79.75,#N/A,51.76,122.36,#N/A
2/15/2019,3629.79,123.26,62.29,43.59,46.92,79.6,#N/A,51.34,121.96,#N/A
2/14/2019,3620.81,122.1,62.4,42.7,47.44,79.15,#N/A,51.8,121.65,#N/A
2/13/2019,3616.88,121.39,62.7,41.64,46.86,78.52,#N/A,52.77,123.15,#N/A
2/12/2019,3632.07,122.55,64.55,42,49.33,80.53,#N/A,53.59,123.45,#N/A
2/11/2019,3653.53,122.57,65.5,43.93,49.05,82.68,#N/A,51.28,122.51,#N/A
2/10/2019,3648.43,121.3,64.98,43.18,48.27,80.16,#N/A,50.89,127.59,#N/A
2/9/2019,3690.19,124.81,66.61,46.83,49.83,75.5,#N/A,50.33,128.64,#N/A
2/8/2019,3671.2,119.43,66.09,44.79,48.56,74.23,#N/A,50.05,130.86,#N/A
2/7/2019,3666.78,119.27,67.34,43.46,48.12,73.85,#N/A,46.82,115.15,#N/A
2/6/2019,3399.47,104.54,62.5,33.22,43.21,67.25,#N/A,46.47,115.33,#N/A
2/5/2019,3413.77,104.92,62.89,32.93,43.14,65.71,#N/A,48.33,117.71,#N/A
2/4/2019,3466.36,107.44,60.94,34.26,43.34,68.16,#N/A,48.49,119.12,#N/A
2/3/2019,3459.15,107.82,63,34.11,42.8,67.02,#N/A,48.35,118.83,#N/A
2/2/2019,3464.01,107.49,63.72,33.44,42.9,66.9,#N/A,49.41,121.79,#N/A
2/1/2019,3521.06,110.43,65.75,34.39,43.39,67.97,#N/A,48.75,116.56,#N/A
1/31/2019,3487.95,107.61,64.35,32.83,43.72,67.49,#N/A,49,114.81,#N/A
1/30/2019,3457.79,107.06,63.98,31.65,43.66,68.26,#N/A,49.73,118.38,#N/A
1/29/2019,3486.18,108.91,66.38,31.93,44.26,69.3,#N/A,48.83,111.09,#N/A
1/28/2019,3448.12,105.6,63.54,31.1,43.71,68.25,#N/A,49.36,112.5,#N/A
1/27/2019,3470.45,106.59,64.99,31.2,43.59,68.13,#N/A,51.53,122.9,#N/A
1/26/2019,3583.97,113.41,71.83,32.59,46.58,71.4,#N/A,52.34,127.14,#N/A
1/25/2019,3602.46,116.49,73.97,33.15,45.73,74.16,#N/A,52.78,128.37,#N/A
1/24/2019,3599.77,116.38,74.74,32.98,46.89,73.83,#N/A,53.49,129.4,#N/A
1/23/2019,3600.87,117.36,74.52,32.78,45.78,73.06,#N/A,52.57,132.32,#N/A
1/22/2019,3585.12,117.45,75.54,32,44.88,71.07,#N/A,52.76,128.44,#N/A
1/21/2019,3604.58,118.75,75.93,31.68,45.92,71.72,#N/A,52.64,122.83,#N/A
1/20/2019,3576.03,117.16,75.01,31.21,44.58,69.91,#N/A,53.11,123.89,#N/A
1/19/2019,3601.01,119.47,75.34,31.18,44.11,69.89,#N/A,54.65,130.2,#N/A
1/18/2019,3728.57,124.52,77.53,32.55,46.22,73.97,#N/A,53.49,128.46,#N/A
1/17/2019,3657.84,121.01,75.96,31.31,45.13,71.61,#N/A,54.67,131.05,#N/A
1/16/2019,3678.56,123.74,78.05,31.89,45.65,72.41,#N/A,53.28,129.17,#N/A
1/15/2019,3655.01,123.55,78.2,31.82,46.18,71.28,#N/A,54.03,128.48,#N/A
1/14/2019,3630.68,122.03,77.44,31.51,44.95,70.72,#N/A,56.27,133.98,#N/A
1/13/2019,3706.05,129.07,80.37,32.36,45.91,72.98,#N/A,53,126.35,#N/A
1/12/2019,3552.95,116.9,77.44,30.33,43.11,70.26,#N/A,56.17,134.38,#N/A
1/11/2019,3661.3,125.97,82.8,32.38,45.01,73.61,#N/A,56.28,131.67,#N/A
1/10/2019,3687.37,127.55,75.03,32.33,45.8,73.78,#N/A,54.96,134.97,#N/A
1/9/2019,3678.92,128.63,75.92,33.87,45.5,73.78,#N/A,60.54,160.08,#N/A
1/8/2019,4035.3,150.8,87.04,38.99,52.71,85.8,#N/A,60.86,161.91,#N/A
1/7/2019,4030.85,150.36,87.58,39.48,53.16,81.68,#N/A,60.74,161.24,#N/A
1/6/2019,4025.25,151.7,88.78,37.81,52.83,83.34,#N/A,61.62,166.84,#N/A
1/5/2019,4076.63,157.75,90.38,39.3,54.88,85.84,#N/A,58.05,160.4,#N/A
1/4/2019,3845.19,155.64,88.52,34.94,49.93,80.61,#N/A,58.41,161.4,#N/A
1/3/2019,3857.72,154.58,87.65,32.4,50.63,81.2,#N/A,58.31,162.05,#N/A
1/2/2019,3836.74,149.14,88.64,32.03,49.82,80.86,#N/A,61.25,171.83,#N/A
1/1/2019,3943.41,155.05,94.88,33.43,52.25,84,#N/A,59.75,164.85,#N/A
12/31/2018,3843.52,140.82,92.14,31.98,48.37,81.05,#N/A,56.54,151.05,#N/A
12/30/2018,3742.7,133.37,84.96,30.47,46.23,79.06,#N/A,59.66,163.62,#N/A
12/29/2018,3865.95,139.86,88.56,31.98,48.36,81.79,#N/A,60.32,165.06,#N/A
12/28/2018,3820.41,138.02,89.43,31.57,48.11,80.35,#N/A,63.17,174,#N/A
12/27/2018,3923.92,137.65,93.64,32.51,49.77,83.82,#N/A,56.35,150.13,#N/A
12/26/2018,3654.83,116.58,84.87,28.29,44.47,76.4,#N/A,61.51,175.51,#N/A
12/25/2018,3857.3,131.87,94.51,30.99,49.37,84.55,#N/A,61.25,170.91,#N/A
12/24/2018,3815.49,129.84,93.45,31.13,50.59,83.96,#N/A,68.34,182.26,#N/A
12/23/2018,4078.6,140.24,102.46,33.2,56.34,92.44,#N/A,64.99,197.66,#N/A
12/22/2018,3998.98,130.77,106.97,33.46,52.76,90.23,#N/A,63.41,196.67,#N/A
12/21/2018,4014.18,116.76,109.09,31.86,51.73,87.58,#N/A,61.68,194.3,#N/A
12/20/2018,3896.54,109.5,108.42,30.8,51.82,85.62,#N/A,66.16,194.23,#N/A
12/19/2018,4134.44,116.22,112.03,32.82,55.08,99.23,#N/A,57.54,128.45,#N/A
12/18/2018,3745.95,101.27,86.51,29.68,46.31,74.42,#N/A,58.57,105.2,#N/A
12/17/2018,3696.06,101.11,84.61,30.14,46.58,73.5,#N/A,56.42,90.35,#N/A
12/16/2018,3545.86,95.13,81.7,29.27,43.82,71.28,#N/A,51.41,81.64,#N/A
12/15/2018,3252.84,85.26,77.34,25.6,39.34,63.14,#N/A,50.21,77.37,#N/A
12/14/2018,3236.76,84.44,68.14,23.78,38.85,62.49,#N/A,49.22,80.37,#N/A
12/13/2018,3242.48,84.31,70.27,23.46,39.28,59.69,#N/A,51.68,90.3,#N/A
12/12/2018,3313.68,86.54,78.37,23.67,40.96,61.21,#N/A,55.51,102.59,#N/A
12/11/2018,3486.95,90.59,88.84,24.49,43.94,65.48,#N/A,54.31,102.07,#N/A
12/10/2018,3424.59,88.95,90.24,23.8,42.74,64.11,#N/A,56.68,107.31,#N/A
12/9/2018,3502.66,91.69,95.32,24.62,44.6,68.8,#N/A,61.09,109.62,#N/A
12/8/2018,3614.23,95.14,97.42,25.95,47.75,76.51,#N/A,57.58,104.05,#N/A
12/7/2018,3476.11,92.16,98.68,24.86,45.57,69.09,#N/A,59.33,106.85,#N/A
12/6/2018,3419.94,93.29,103.88,25.27,46.46,67.63,#N/A,58.81,107.59,#N/A
12/5/2018,3521.1,91.76,103.69,26.94,46.53,66.02,#N/A,66.42,130.54,#N/A
12/4/2018,3753.99,102.48,86.31,29.3,51.67,77.9,#N/A,74.69,149.66,#N/A
12/3/2018,3956.89,110.21,90.18,31.19,56.98,85.49,#N/A,70.8,159.82,#N/A
12/2/2018,3894.13,108.93,94.46,31.07,54.84,84.82,#N/A,79.16,172.11,#N/A
12/1/2018,4139.88,116.39,100.37,33.71,59.1,93.04,#N/A,80.33,172.12,#N/A
11/30/2018,4214.67,118.64,93.54,34.34,59.65,95.35,#N/A,80.95,173.07,#N/A
11/29/2018,4017.27,113.17,95.28,32.06,57.79,91.87,#N/A,87.96,180.98,#N/A
11/28/2018,4278.85,117.54,98.07,33.8,61.2,96.66,#N/A,79.95,190.07,#N/A
11/27/2018,4257.42,122.44,97.94,34.63,63.52,99.51,#N/A,73.32,179.06,#N/A
11/26/2018,3820.72,110.01,91.94,31.07,57.13,89.13,#N/A,66.25,182.04,#N/A
11/25/2018,3779.13,108.33,111.7,29.41,53.22,88.93,#N/A,70.28,184.58,#N/A
11/24/2018,4009.97,116.45,87.38,30.89,58.05,91.45,#N/A,67.75,180.69,#N/A
11/23/2018,3880.76,113.49,58.5,29.22,58.36,92.66,#N/A,77.6,207.43,#N/A
11/22/2018,4347.11,123.3,54.03,32.16,66.63,99.32,#N/A,78.86,211.47,#N/A
11/21/2018,4365.94,126.71,42.75,32.2,65.86,103.34,#N/A,85.81,235.95,#N/A
11/20/2018,4602.17,136.7,50.75,34.67,68.94,114.31,#N/A,84.5,223.7,#N/A
11/19/2018,4451.87,130.34,50.66,33.04,66.49,104.58,#N/A,98.89,336.95,#N/A
11/18/2018,4871.49,149.18,72.11,36.64,72.49,109.69,#N/A,113.03,386.25,#N/A
11/17/2018,5623.54,177.07,106.22,42.33,89.39,132.78,#N/A,111.36,387.75,#N/A
11/16/2018,5554.33,174,130.48,41.93,88,132.63,#N/A,109.65,388.82,#N/A
11/15/2018,5575.55,175.18,122.97,42.46,87.06,137.06,#N/A,109.91,421.32,#N/A
11/14/2018,5648.03,180.81,93.7,43.95,88.67,138.44,#N/A,111.06,439.31,#N/A
11/13/2018,5738.35,181.4,174.81,43.61,90.76,143.65,#N/A,126.98,512.41,#N/A
11/12/2018,6359.49,206.83,208.4,49.7,105.11,161.17,#N/A,133.07,516.31,#N/A
11/11/2018,6371.27,210.42,112.06,50.65,105.14,163.05,#N/A,129.34,533.34,#N/A
11/10/2018,6411.27,211.34,113.47,51.36,106.38,160.1,#N/A,130.41,556.5,#N/A
11/9/2018,6409.22,212.53,87.06,52.4,105.25,161.72,#N/A,134.18,544.42,#N/A
11/8/2018,6385.62,210.07,#N/A,51.9,106.89,159.99,#N/A,135.83,574.43,#N/A
11/7/2018,6453.72,212.23,#N/A,52.37,108.43,164.29,#N/A,129.83,617.25,#N/A
11/6/2018,6530.14,217.18,#N/A,54.19,111.51,166.45,#N/A,130.77,628.51,#N/A
11/5/2018,6461.01,218.45,#N/A,55.95,112.89,170.47,#N/A,121.75,558.47,#N/A
11/4/2018,6419.66,209.09,#N/A,53.55,111.34,164.23,#N/A,120.46,560.18,#N/A
11/3/2018,6376.13,207.49,#N/A,53.61,111.8,162.96,#N/A,117.68,477.99,#N/A
11/2/2018,6361.26,200.19,#N/A,50.97,106.87,154.7,#N/A,118.37,462.01,#N/A
11/1/2018,6388.44,200.63,#N/A,51.33,105.78,154.32,#N/A,117.07,424.09,#N/A
10/31/2018,6377.78,198.87,#N/A,50.27,103.88,153.52,#N/A,115.45,422.86,#N/A
10/30/2018,6317.61,197.38,#N/A,49.44,103.83,151.75,#N/A,115.91,421.93,#N/A
10/29/2018,6334.27,197.56,#N/A,49.24,102.55,153.12,#N/A,116.81,417.57,#N/A
10/28/2018,6332.63,197.25,#N/A,49.07,101.49,150.06,#N/A,123.42,441.08,#N/A
10/27/2018,6486.39,205.37,#N/A,51.94,104.98,156.44,#N/A,119.61,437.53,#N/A
10/26/2018,6480.38,204.21,#N/A,51.93,103.9,153.07,#N/A,121.38,438.74,#N/A
10/25/2018,6474.75,203.33,#N/A,52.1,105.02,155.2,#N/A,125.2,440.23,#N/A
10/24/2018,6476.29,202.72,#N/A,52.23,106.32,154.97,#N/A,126.34,442.45,#N/A
10/23/2018,6495.84,203.85,#N/A,52.52,106.95,156.24,#N/A,120.91,442.65,#N/A
10/22/2018,6475.74,204.34,#N/A,52.54,108.44,153.94,#N/A,122.66,447.21,#N/A
10/21/2018,6487.16,204.04,#N/A,52.2,105.46,151.72,#N/A,125.24,447.85,#N/A
10/20/2018,6482.35,205.14,#N/A,52.92,105.1,154.56,#N/A,125.67,447.44,#N/A
10/19/2018,6489.19,205.43,#N/A,53.36,103.78,154.77,#N/A,120.21,440.85,#N/A
10/18/2018,6465.41,203.73,#N/A,53.02,103.72,152.9,#N/A,118.8,438.43,#N/A
10/17/2018,6476.71,203.35,#N/A,52.53,102.91,154.82,#N/A,119.01,448.79,#N/A
10/16/2018,6544.43,207.08,#N/A,53.67,105.36,159.59,#N/A,115.42,458.01,#N/A
10/15/2018,6596.11,210.12,#N/A,54.07,107.39,163.1,#N/A,112.92,459.38,#N/A
10/14/2018,6596.54,209.7,#N/A,54.88,107.11,164.98,#N/A,108.54,439.23,#N/A
10/13/2018,6290.93,195.72,#N/A,52.19,100.91,157.42,#N/A,111.57,448.41,#N/A
10/12/2018,6285.99,199.84,#N/A,53.45,102.14,160.86,#N/A,109.02,443.23,#N/A
10/11/2018,6274.58,196.73,#N/A,53.55,100.71,157.82,#N/A,110.04,433.04,#N/A
10/10/2018,6256.24,189.5,#N/A,51.23,100.38,157.14,#N/A,123.66,512.92,#N/A
10/9/2018,6585.53,225.77,#N/A,57.98,113.46,178.52,#N/A,126.11,517.79,#N/A
10/8/2018,6642.64,227.98,#N/A,58.71,113.67,181.03,#N/A,126.5,528.98,#N/A
10/7/2018,6652.23,229.25,#N/A,59.41,114.28,182.15,#N/A,125.46,517.47,#N/A
10/6/2018,6602.95,226.12,#N/A,58.16,113.72,180.25,#N/A,125.81,508.62,#N/A
10/5/2018,6588.31,225.12,#N/A,57.84,115.07,180.39,#N/A,127.72,520.63,#N/A
10/4/2018,6622.48,227.6,#N/A,58.77,114.88,182.05,#N/A,124.03,513.03,#N/A
10/3/2018,6576.69,222.22,#N/A,58.28,114.53,180.45,#N/A,122.06,514.52,#N/A
10/2/2018,6502.59,220.49,#N/A,57.48,114.69,177.56,#N/A,126.83,533.26,#N/A
10/1/2018,6556.1,227.18,#N/A,59.71,116.83,182.24,#N/A,127.38,530.91,#N/A
9/30/2018,6589.62,230.77,#N/A,60.21,114.52,186.92,#N/A,131.99,529.92,#N/A
9/29/2018,6625.56,232.85,#N/A,61.14,116.26,187.65,#N/A,133.51,536.91,#N/A
9/28/2018,6601.96,231.63,#N/A,61.61,114.86,188.51,#N/A,136.35,539.86,#N/A
9/27/2018,6644.13,222.4,#N/A,61.9,117.06,187.45,#N/A,143.35,564.41,#N/A
9/26/2018,6676.75,228.49,#N/A,62.98,119.25,194.48,#N/A,133.04,515.93,#N/A
9/25/2018,6495,215.85,#N/A,57.4,115.59,184.53,#N/A,133.87,445.23,#N/A
9/24/2018,6446.47,218.5,#N/A,57.54,116.4,189.65,#N/A,137.66,463.09,#N/A
9/23/2018,6595.41,228.73,#N/A,57.97,115.48,197.81,#N/A,130.9,488.65,#N/A
9/22/2018,6710.63,244.33,#N/A,61.37,122.5,204.9,#N/A,123.39,487.83,#N/A
9/21/2018,6721.98,240.48,#N/A,60.44,122.22,204.4,#N/A,125.43,499.04,#N/A
9/20/2018,6734.95,246.58,#N/A,60.72,123.74,208.52,#N/A,119.65,455.74,#N/A
9/19/2018,6519.67,224.59,#N/A,56.63,116.28,200.49,#N/A,113.64,429.23,#N/A
9/18/2018,6398.54,209.97,#N/A,54.33,109.51,191.19,#N/A,112.12,435.68,#N/A
9/17/2018,6371.3,209.97,#N/A,54.1,112.45,190.83,#N/A,109.87,420.45,#N/A
9/16/2018,6281.2,197.88,#N/A,52.54,107.19,184.31,#N/A,118.08,449.16,#N/A
9/15/2018,6517.18,220.59,#N/A,56.97,117.04,192.62,#N/A,119.94,450.68,#N/A
9/14/2018,6543.2,223.07,#N/A,56.71,119.4,191.78,#N/A,117.74,449.5,#N/A
9/13/2018,6512.71,211.75,#N/A,56.58,116.97,191.3,#N/A,118.83,464.44,#N/A
9/12/2018,6517.31,211.35,#N/A,54.54,112.03,193.27,#N/A,110.42,432.85,#N/A
9/11/2018,6351.8,183.33,#N/A,51.66,104.32,185.26,#N/A,113.15,440.83,#N/A
9/10/2018,6321.2,185.07,#N/A,52.37,105.64,187.26,#N/A,118.92,465.59,#N/A
9/9/2018,6329.7,197.08,#N/A,54.6,105.64,201.13,#N/A,119.51,481.19,#N/A
9/8/2018,6300.86,196.92,#N/A,54.92,106.22,193.36,#N/A,121.91,475.29,#N/A
9/7/2018,6225.98,197.95,#N/A,53.24,104.33,185.9,#N/A,126.9,501.57,#N/A
9/6/2018,6467.07,217.2,#N/A,56.2,111.88,187.56,#N/A,131.6,519.16,#N/A
9/5/2018,6529.17,230.22,#N/A,57.49,117.49,180.9,#N/A,133.62,530.51,#N/A
9/4/2018,6792.83,232.33,#N/A,58.44,115.06,174.44,#N/A,156.45,625.07,#N/A
9/3/2018,7361.66,285.72,#N/A,67.71,137.95,216.56,#N/A,155.8,626.36,#N/A
9/2/2018,7260.06,289.26,#N/A,65.37,135.56,217.29,#N/A,155.68,645.88,#N/A
9/1/2018,7272.72,294.37,#N/A,65.65,120.5,212.33,#N/A,158.06,615.31,#N/A
8/31/2018,7193.25,295.34,#N/A,65.95,120.97,220.74,#N/A,150.36,543.08,#N/A
8/30/2018,7037.58,283,#N/A,61.93,116.66,194.62,#N/A,151.74,540.02,#N/A
8/29/2018,6978.23,284.11,#N/A,60.32,102.81,183.4,#N/A,153.6,554.37,#N/A
8/28/2018,7047.16,289.31,#N/A,61.77,103.55,187.81,#N/A,154.73,565.31,#N/A
8/27/2018,7096.28,296.5,#N/A,63.02,107.52,194.34,#N/A,149.78,546.36,#N/A
8/26/2018,6884.64,285.6,#N/A,60.25,104.53,183.08,#N/A,136.33,522.88,#N/A
8/25/2018,6707.26,275.2,#N/A,57.33,95.3,141.74,#N/A,139.22,537.24,#N/A
8/24/2018,6763.19,279.65,#N/A,57.91,92.54,144.81,#N/A,140.72,535.4,#N/A
8/23/2018,6719.96,282.97,#N/A,57.93,93.76,145.02,#N/A,133.65,530.77,#N/A
8/22/2018,6534.88,277.1,#N/A,57.54,90.06,140.37,#N/A,132,519.95,#N/A
8/21/2018,6376.71,271.34,#N/A,55.32,90.08,136.54,#N/A,135.9,536.57,#N/A
8/20/2018,6488.76,281.94,#N/A,56.35,94.92,141.72,#N/A,129.34,515.66,#N/A
8/19/2018,6308.53,274.31,#N/A,54,93.37,142.4,#N/A,143.98,569.93,#N/A
8/18/2018,6506.07,300.83,#N/A,57.94,98.42,154.56,#N/A,143.69,554.92,#N/A
8/17/2018,6423.76,295.81,#N/A,57.28,98.17,152.31,#N/A,154.66,597.01,#N/A
8/16/2018,6580.63,315.73,#N/A,61.51,99.2,166.84,#N/A,141.8,517.35,#N/A
8/15/2018,6334.73,288.05,#N/A,55.36,91.08,151.25,#N/A,136.83,513.67,#N/A
8/14/2018,6308.52,282.36,#N/A,54.5,89.55,153.34,#N/A,132.02,509.31,#N/A
8/13/2018,6199.71,278.93,#N/A,54.56,84.18,138.57,#N/A,143.46,535.98,#N/A
8/12/2018,6297.57,286.5,#N/A,56.85,88.24,145.04,#N/A,157.79,570.96,#N/A
8/11/2018,6322.69,319.57,#N/A,59.33,93.21,167.91,#N/A,158.71,566.77,#N/A
8/10/2018,6295.73,322.11,#N/A,58.36,93.62,166.4,#N/A,160.51,572.44,#N/A
8/9/2018,6184.71,334.18,#N/A,59.39,91.72,169.12,#N/A,175.98,610.78,#N/A
8/8/2018,6568.23,365.59,#N/A,63.98,100.53,184.01,#N/A,161.18,585.45,#N/A
8/7/2018,6305.8,356.61,#N/A,62.49,94.53,173.14,#N/A,177.17,659.38,#N/A
8/6/2018,6753.12,380.21,#N/A,68.17,108.04,188.08,#N/A,182.91,692.63,#N/A
8/5/2018,6951.8,406.66,#N/A,73.89,113.55,199.61,#N/A,181.33,709.22,#N/A
8/4/2018,7068.48,410.52,#N/A,74.59,117.27,207.02,#N/A,176.05,695.74,#N/A
8/3/2018,7032.85,407.25,#N/A,73.2,113.99,202.45,#N/A,185.85,724.71,#N/A
8/2/2018,7434.39,418.26,#N/A,77.54,120.02,211.04,#N/A,187.18,734.76,#N/A
8/1/2018,7567.15,412.62,#N/A,76.14,122.79,211.94,#N/A,198.33,769.35,#N/A
7/31/2018,7624.91,420.75,#N/A,77.86,128.15,218.98,#N/A,209.57,777.15,#N/A
7/30/2018,7780.44,433.87,#N/A,79.7,122.32,218.37,#N/A,216.29,816.08,#N/A
7/29/2018,8180.48,457.08,#N/A,82.85,131.8,235.16,#N/A,217.2,828.98,#N/A
7/28/2018,8218.46,466.67,#N/A,84.08,135.36,240.42,#N/A,220.3,818.83,#N/A
7/27/2018,8192.15,466.9,#N/A,83.62,139.4,241.03,#N/A,221.03,819.39,#N/A
7/26/2018,8165.01,469.67,#N/A,84.46,140.06,243.93,#N/A,221.12,806.18,#N/A
7/25/2018,7951.58,464.04,#N/A,84.03,136.81,241.9,#N/A,222.54,831.46,#N/A
7/24/2018,8181.39,472.49,#N/A,86.28,142.74,246.94,#N/A,223.29,869.47,#N/A
7/23/2018,8424.27,479.37,#N/A,89.29,147.4,254.18,#N/A,193.84,784.39,#N/A
7/22/2018,7711.11,450.85,#N/A,82.43,133.57,241.47,#N/A,192.7,788.67,#N/A
7/21/2018,7418.49,459.66,#N/A,83.16,128.72,250.58,#N/A,194.94,789.49,#N/A
7/20/2018,7419.29,462.44,#N/A,84.46,132.13,254.92,#N/A,184.37,767.66,#N/A
7/19/2018,7354.13,450.7,#N/A,82.75,130.17,248.45,#N/A,199.66,824.89,#N/A
7/18/2018,7466.86,469.62,#N/A,86.67,139.53,260.13,#N/A,209.34,829.94,#N/A
7/17/2018,7370.78,480.51,#N/A,86.96,139.77,265.53,#N/A,210.43,850.78,#N/A
7/16/2018,7321.04,501,#N/A,89.81,144.07,259.96,#N/A,190.65,805.68,#N/A
7/15/2018,6741.75,480.66,#N/A,84.6,135.27,246.58,#N/A,178.09,722.97,#N/A
7/14/2018,6359.64,449.85,#N/A,78.94,123.96,231.64,#N/A,174.53,704.06,#N/A
7/13/2018,6276.12,436.09,#N/A,76.72,123.22,224.66,#N/A,175.59,696.59,#N/A
7/12/2018,6238.05,434.03,#N/A,76.94,122.53,219.56,#N/A,155.54,682.76,#N/A
7/11/2018,6228.81,430.07,#N/A,76.81,120.24,212.13,#N/A,160.29,707.48,#N/A
7/10/2018,6394.71,446.52,#N/A,78.7,125.39,218.4,#N/A,161.1,688.63,#N/A
7/9/2018,6329.95,434.42,#N/A,76.08,121.48,220.61,#N/A,167.57,733.38,#N/A
7/8/2018,6741.75,476.68,#N/A,80.86,135.73,232.42,#N/A,172.73,751.35,#N/A
7/7/2018,6773.88,489.12,#N/A,82.4,138.12,243.54,#N/A,177.39,775.3,#N/A
7/6/2018,6856.93,491.66,#N/A,86.2,135.61,247.63,#N/A,176.34,737.33,#N/A
7/5/2018,6673.5,474.01,#N/A,83.38,134.04,241.76,#N/A,177.03,748.22,#N/A
7/4/2018,6639.14,474.41,#N/A,83.76,138.75,241.29,#N/A,182.38,762.4,#N/A
7/3/2018,6597.55,467.32,#N/A,85.49,138.4,245.19,#N/A,179.05,757.95,#N/A
7/2/2018,6529.59,464.2,#N/A,85.1,138.46,238.34,#N/A,184.09,776.17,#N/A
7/1/2018,6614.18,475.35,#N/A,85.26,140.5,249.79,#N/A,167.62,739.42,#N/A
6/30/2018,6385.82,453.92,#N/A,80.24,129.77,235.7,#N/A,163.99,748.71,#N/A
6/29/2018,6404,455.18,#N/A,81.37,131.01,238.36,#N/A,163.28,715.71,#N/A
6/28/2018,6218.3,436.01,#N/A,78.77,126.78,234.24,#N/A,154.1,660.24,#N/A
6/27/2018,5903.44,422.36,#N/A,74.93,115.81,219.82,#N/A,166.13,713.77,#N/A
6/26/2018,6157.13,442.36,#N/A,80.66,128.71,229.2,#N/A,163.2,700.26,#N/A
6/25/2018,6093.67,432.77,#N/A,76.87,120.82,230.96,#N/A,176.02,756.85,#N/A
6/24/2018,6249.18,460.31,#N/A,81.83,126.76,241.2,#N/A,167.51,749.36,#N/A
6/23/2018,6173.23,457.67,#N/A,80.78,121.29,238.04,#N/A,171.02,762.76,#N/A
6/22/2018,6162.48,474.52,#N/A,82.6,115.38,243.01,#N/A,168.79,755.97,#N/A
6/21/2018,6083.69,465.82,#N/A,85.08,110.6,236.48,#N/A,192.73,874.09,#N/A
6/20/2018,6729.74,527.37,#N/A,96.93,123.61,260.83,#N/A,193.68,890.45,#N/A
6/19/2018,6776.55,536.27,#N/A,97.99,122.55,265.3,#N/A,198.23,904.65,#N/A
6/18/2018,6769.94,537.96,#N/A,98.84,126.22,261.52,#N/A,198.54,885.64,#N/A
6/17/2018,6734.82,518.89,#N/A,98.82,127.43,265.46,#N/A,191.45,852.1,#N/A
6/16/2018,6499.27,500.45,#N/A,96.1,124.06,265.77,#N/A,193.44,852.19,#N/A
