low,high,open,close,volume,base_currency,quote_currency,date
0.099349,0.1365,0.106032,0.133599,71615769.0,XLM,EUR,2021-01-04
0.097001,0.10728,0.102609,0.105753,30005472.0,XLM,EUR,2021-01-03
0.09207,0.1103,0.10841,0.102622,28311847.0,XLM,EUR,2021-01-02
0.103657,0.114833,0.104691,0.10841,28304371.0,XLM,EUR,2021-01-01
2.4746,2.6812,2.58,2.5327,158119.0,OMG,GBP,2021-01-26
2.5607,2.7945,2.6376,2.5852,416907.8,OMG,GBP,2021-01-25
2.5289,2.828,2.6507,2.6292,253104.7,OMG,GBP,2021-01-24
2.4248,2.75,2.4426,2.6534,714193.7,OMG,GBP,2021-01-23
2.1565,2.5651,2.325,2.4481,327315.9,OMG,GBP,2021-01-22
2.3276,2.8195,2.8195,2.335,681052.2,OMG,GBP,2021-01-21
2.5612,2.9466,2.8318,2.807,545573.2,OMG,GBP,2021-01-20
2.8075,3.1826,3.0995,2.8207,559850.0,OMG,GBP,2021-01-19
2.6583,3.2755,2.77,3.1071,704939.3,OMG,GBP,2021-01-18
2.4689,2.7899,2.5985,2.738,610342.1,OMG,GBP,2021-01-17
2.5504,2.8472,2.6586,2.608,641372.6,OMG,GBP,2021-01-16
2.3457,2.8492,2.3667,2.6588,798692.3,OMG,GBP,2021-01-15
2.27,2.4826,2.3847,2.363,462152.7,OMG,GBP,2021-01-14
2.1097,2.4177,2.1664,2.3847,228885.2,OMG,GBP,2021-01-13
2.1078,2.4188,2.302,2.1781,346633.2,OMG,GBP,2021-01-12
1.8006,2.7046,2.7046,2.2966,716201.8,OMG,GBP,2021-01-11
2.375,3.05,2.7712,2.712,761776.8,OMG,GBP,2021-01-10
2.4499,2.8267,2.5166,2.7552,455547.4,OMG,GBP,2021-01-09
2.295,2.6498,2.6018,2.5166,732962.1,OMG,GBP,2021-01-08
2.5002,2.8999,2.7325,2.6018,697122.9,OMG,GBP,2021-01-07
2.4643,2.9,2.5843,2.7325,755345.7,OMG,GBP,2021-01-06
2.31,2.7645,2.4409,2.5845,1185536.4,OMG,GBP,2021-01-05
1.98,2.5763,2.2424,2.4367,1465405.9,OMG,GBP,2021-01-04
1.8259,2.2387,1.8787,2.2371,1307416.7,OMG,GBP,2021-01-03
1.7811,1.9982,1.8529,1.8683,419617.1,OMG,GBP,2021-01-02
1.7859,2.0299,1.7984,1.8549,190675.9,OMG,GBP,2021-01-01
5.375,5.587,5.485,5.438,5036.48596335,ETC,GBP,2021-01-26
5.42,5.833,5.601,5.503,43277.41687235,ETC,GBP,2021-01-25
5.45,5.72,5.504,5.605,35997.49093625,ETC,GBP,2021-01-24
5.4,6.118,5.491,5.525,65445.15111339,ETC,GBP,2021-01-23
5.25,6.298,5.847,5.496,49884.74774021,ETC,GBP,2021-01-22
5.357,6.764,6.417,5.847,39833.25035218,ETC,GBP,2021-01-21
5.85,6.875,6.816,6.61,32262.05943344,ETC,GBP,2021-01-20
6.537,7.1,6.612,6.669,29320.9315348,ETC,GBP,2021-01-19
6.402,6.8,6.639,6.615,18852.44704123,ETC,GBP,2021-01-18
6.282,6.797,6.632,6.64,19582.76077578,ETC,GBP,2021-01-17
6.482,7.096,6.6,6.785,26289.68953296,ETC,GBP,2021-01-16
6.121,7.1,6.857,6.6,55566.52709357,ETC,GBP,2021-01-15
6.75,7.24,7.115,6.941,41894.58826414,ETC,GBP,2021-01-14
6.25,7.36,6.733,6.986,41397.86192379,ETC,GBP,2021-01-13
6.401,7.878,7.789,6.736,70772.17089494,ETC,GBP,2021-01-12
5.252,9.328,8.603,7.874,326860.51231301,ETC,GBP,2021-01-11
5.801,11.0,5.852,8.588,589483.48449446,ETC,GBP,2021-01-10
4.984,5.965,5.18,5.844,58342.65568913,ETC,GBP,2021-01-09
4.939,5.452,5.428,5.173,40792.93411181,ETC,GBP,2021-01-08
5.217,5.733,5.627,5.392,56783.62357121,ETC,GBP,2021-01-07
5.149,5.725,5.233,5.603,65366.28075091,ETC,GBP,2021-01-06
4.907,5.42,5.235,5.304,31347.87326366,ETC,GBP,2021-01-05
4.506,5.599,4.822,5.206,87676.67323842,ETC,GBP,2021-01-04
4.231,4.902,4.245,4.807,70074.22837609,ETC,GBP,2021-01-03
4.032,4.435,4.164,4.24,17308.19972022,ETC,GBP,2021-01-02
4.126,4.301,4.146,4.164,14472.13636134,ETC,GBP,2021-01-01
3.3676,3.6724,3.537,3.4553,770175.3,OMG,USD,2021-01-26
3.4942,3.8342,3.5911,3.5371,3197537.0,OMG,USD,2021-01-25
3.4519,3.877,3.634,3.5911,3431672.2,OMG,USD,2021-01-24
3.307,3.7688,3.3557,3.6289,4160532.3,OMG,USD,2021-01-23
2.9527,3.5101,3.2121,3.3606,2915479.5,OMG,USD,2021-01-22
3.1832,3.8552,3.8449,3.2085,3607307.2,OMG,USD,2021-01-21
3.4697,4.0314,3.8556,3.8404,2729805.0,OMG,USD,2021-01-20
3.8056,4.3386,4.222,3.8524,3993147.2,OMG,USD,2021-01-19
3.6406,4.4496,3.7257,4.2149,9360378.5,OMG,USD,2021-01-18
3.3173,3.7985,3.5476,3.7214,2766827.4,OMG,USD,2021-01-17
3.4627,3.8761,3.6037,3.5485,3435839.1,OMG,USD,2021-01-16
3.2019,3.888,3.2422,3.6065,5163446.9,OMG,USD,2021-01-15
3.0952,3.3809,3.246,3.245,2030725.6,OMG,USD,2021-01-14
2.885,3.2851,2.989,3.245,1572291.5,OMG,USD,2021-01-13
2.8806,3.2847,3.1054,2.9922,2374925.9,OMG,USD,2021-01-12
2.5801,3.6676,3.6612,3.1042,5089778.4,OMG,USD,2021-01-11
3.201,4.1834,3.7261,3.6604,5634627.6,OMG,USD,2021-01-10
